"","prediction.score.pancreatic.D.cell","prediction.score.pancreatic.A.cell","prediction.score.pancreatic.PP.cell","prediction.score.pancreatic.ductal.cell","prediction.score.pancreatic.acinar.cell","prediction.score.type.B.pancreatic.cell","prediction.score.pancreatic.stellate.cell","prediction.score.endothelial.cell","prediction.score.pancreatic.epsilon.cell","prediction.score.mast.cell","prediction.score.max"
"272",0.0256724546640572,0.00330667350202419,0.0319336612487259,0,0,0.00458328010217519,0.0278242039158324,0.901195415002078,0,0.00548431156510725,0.901195415002078
"273",0,0,0,0,1,0,0,0,0,0,1
"274",0,0,0,0,0.995544644419158,0.00445535558084194,0,0,0,0,0.995544644419158
"275",0,0,0,0,1,0,0,0,0,0,1
"276",0,0.00267184801011897,0,0,0.997328151989881,0,0,0,0,0,0.997328151989881
"277",0.0406027713580628,0.12300808267442,0.0264748929427268,0,0.794242821764342,0.0156714312604487,0,0,0,0,0.794242821764342
"278",0,0,0,0,1,0,0,0,0,0,1
"279",0.196485292800732,0.716383250934275,0,0,0,0.0871314562649925,0,0,0,0,0.716383250934275
"280",0,0,0,0.00329212031637058,0.0440336216400161,0,0.952674258043613,0,0,0,0.952674258043613
"281",0.400511884657174,0.261546822787017,0.0298731562465655,0,0,0.308068136309244,0,0,0,0,0.400511884657174
"282",0.042742141935803,0.0410092715961427,0.0271387962829728,0,0.881389408102044,0.00772038208303695,0,0,0,0,0.881389408102044
"283",0,0,0,0.0737563129306847,0.926243687069314,0,0,0,0,0,0.926243687069314
"284",0,0,0,0,1,0,0,0,0,0,1
"285",0,0,0,0,1,0,0,0,0,0,1
"286",0.0910261454926867,0.191841989100276,0.0641317685073106,0,0,0.653000096899727,0,0,0,0,0.653000096899727
"287",0,0.00160488292533515,0,0.106785642262075,0.0291946497938829,0,0.858627596885704,0,0,0.00378722813300348,0.858627596885704
"288",0,0,0,0,1,0,0,0,0,0,1
"289",0.258502482098724,0.0636494074439999,0.0107865575219284,0,0,0.667061552935347,0,0,0,0,0.667061552935347
"290",0.524909135263034,0.030376697568468,0.123960472737779,0.254758371372482,0,0.0186256682094301,0,0,0,0.0473696548488059,0.524909135263034
"291",0,0.0231045158509721,0,0.681776027331974,0.223924467228313,0.0124383969128744,0,0,0,0.058756592675866,0.681776027331974
"292",0,0.00267796421343723,0.0221663585739934,0,0.911359668550565,0.00539614677941397,0,0.0583998618825902,0,0,0.911359668550565
"293",0.348554658160138,0,0.335067045214268,0,0,0.316378296625594,0,0,0,0,0.348554658160138
"294",0,0,0,0.45217331371866,0.54782668628134,0,0,0,0,0,0.54782668628134
"295",0,0,0,0.0042189627188968,0,0,0.950697152588125,0.0450838846929786,0,0,0.950697152588125
"296",0.274966945100562,0,0.0599550582679626,0,0,0.665077996631475,0,0,0,0,0.665077996631475
"297",0,0.0029821660098602,0,0,0.992752737545386,0.00426509644475424,0,0,0,0,0.992752737545386
"298",0.328356969648954,0.172733346246853,0.112002431750245,0,0,0.386907252353947,0,0,0,0,0.386907252353947
"299",0,0,0,0,1,0,0,0,0,0,1
"300",0,0,0,0,1,0,0,0,0,0,1
"301",0.759380804070534,0.0148426950901452,0.211148967909526,0,0,0.0146275329297956,0,0,0,0,0.759380804070534
"302",0.205335517603924,0.504314880859867,0.073915895830126,0,0,0.216433705706083,0,0,0,0,0.504314880859867
"303",0,0,0,0.336115615205486,0.663884384794514,0,0,0,0,0,0.663884384794514
"304",0,0,0,0,1,0,0,0,0,0,1
"305",0,0.00348031116273433,0.0202413053081854,0,0.971669638117472,0.00460874541160879,0,0,0,0,0.971669638117472
"306",0.209152210557059,0,0.129428967926744,0,0,0.661418821516197,0,0,0,0,0.661418821516197
"307",0.192821725521334,0.161882658060292,0.240020631289479,0,0,0.405274985128895,0,0,0,0,0.405274985128895
"308",0,0.139612152772857,0.0490987719511241,0.0634789858458039,0.703184204896182,0.0326823826413849,0,0,0,0.011943501892648,0.703184204896182
"309",0.3631754593364,0.358799592553846,0,0,0,0.278024948109754,0,0,0,0,0.3631754593364
"310",0,0.00426604238088784,0,0.199000358306169,0.0322763821299281,0,0,0.75007031993318,0,0.0143868972498357,0.75007031993318
"311",0,0,0,0,1,0,0,0,0,0,1
"312",0,0.0769121185461473,0.0862515166458908,0.0251749664391332,0.692103928873239,0.117014545464737,0,0,0,0.0025429240308523,0.692103928873239
"313",0,0,0,0,1,0,0,0,0,0,1
"314",0,0,0,0,0.729956746302286,0,0.270043253697714,0,0,0,0.729956746302286
"315",0.113673198693429,0.414434273082135,0.0191375492358233,0.345491075977627,0,0.014870514438398,0,0,0,0.0923933885725877,0.414434273082135
"316",0,0,0,0,0.881448175152961,0.00304514709481726,0,0.115506677752221,0,0,0.881448175152961
"317",0,0.0101376063383743,0,0.878438166376593,0.0862572514092141,0,0,0,0,0.0251669758758189,0.878438166376593
"318",0.213563144650432,0,0.137258990866292,0,0,0.649177864483276,0,0,0,0,0.649177864483276
"319",0,0,0,0,1,0,0,0,0,0,1
"320",0.307137597192911,0.331538229077732,0.0264544728048196,0,0,0.334869700924537,0,0,0,0,0.334869700924537
"321",0,0,0,0.0257632707258855,0.974236729274114,0,0,0,0,0,0.974236729274114
"322",0.435174576802487,0.299639554077772,0.227192242194635,0,0,0.0379936269251059,0,0,0,0,0.435174576802487
"323",0.280380208303231,0.0245799766497513,0,0.666432066462329,0,0.0192807981619014,0,0,0,0.00932695042278673,0.666432066462329
"324",0,0,0,0,1,0,0,0,0,0,1
"325",0,0,0,0,1,0,0,0,0,0,1
"326",0.283626619871931,0.113482384689876,0.0576044895286486,0,0,0.545286505909544,0,0,0,0,0.545286505909544
"327",0.454362624962518,0.146716819101544,0.106787446000111,0,0,0.292133109935827,0,0,0,0,0.454362624962518
"328",0,0,0,0,1,0,0,0,0,0,1
"329",0,0,0,0,1,0,0,0,0,0,1
"330",0,0,0,0,1,0,0,0,0,0,1
"331",0,0,0,0,1,0,0,0,0,0,1
"332",0,0.00284614411556854,0,0,0.993027192780831,0.00412666310360084,0,0,0,0,0.993027192780831
"333",0.152214173342349,0.493044164011617,0.148391118655038,0.0564184784395588,0,0.01067624456539,0,0,0,0.139255820986047,0.493044164011617
"334",0.0165173465750974,0.00400183409665994,0.417928538177837,0,0,0.270137070582259,0.291415210568146,0,0,0,0.417928538177837
"335",0,0.00646195199683418,0,0.904680633588259,0.0859675218189296,0,0,0,0,0.00288989259597711,0.904680633588259
"336",0,0.0228955119565565,0.0261163032446691,0,0.943185004168774,0.00780318063000047,0,0,0,0,0.943185004168774
"337",0,0,0,0,0,0,0.929921865219589,0.0700781347804111,0,0,0.929921865219589
"338",0,0.00273627880958082,0.00916658160110826,0,0.983459396087424,0.00463774350188718,0,0,0,0,0.983459396087424
"339",0.478818529698613,0.0370053422783935,0.484176128022994,0,0,0,0,0,0,0,0.484176128022994
"340",0,0,0,0,1,0,0,0,0,0,1
"341",0,0,0,0,0,0,0.93604554841668,0.06395445158332,0,0,0.93604554841668
"342",0,0.0138758498208959,0,0.83610062857964,0.121328301693094,0,0,0,0,0.0286952199063704,0.83610062857964
"343",0,0,0,0,1,0,0,0,0,0,1
"344",0.165286896394741,0.00485632517896738,0.671014195218846,0,0,0,0.158842583207446,0,0,0,0.671014195218846
"345",0,0.0217393299455587,0,0.431410302137787,0.511909503412497,0,0,0,0,0.034940864504158,0.511909503412497
"346",0.317773943857021,0.41283106294197,0.141803937920488,0,0,0.127591055280521,0,0,0,0,0.41283106294197
"347",0.011313603711701,0.00274402186136529,0.0192071938229824,0,0.962720864107264,0.00401431649668802,0,0,0,0,0.962720864107264
"348",0.164651877424517,0.0483977711289199,0.770357561352358,0,0,0.0165927900942048,0,0,0,0,0.770357561352358
"349",0.366417427434209,0.0121288366171209,0.0914024169838451,0,0,0.530051318964824,0,0,0,0,0.530051318964824
"350",0.13780844723105,0.436383161134374,0.201752283295109,0,0,0.224056108339467,0,0,0,0,0.436383161134374
"351",0,0.0106992494605831,0,0.899017290081404,0.0863900353691093,0,0,0,0,0.0038934250889037,0.899017290081404
"352",0,0.566680530306095,0,0.01699404067093,0.390996441343646,0,0,0,0,0.0253289876793283,0.566680530306095
"353",0,0.930409084117171,0.0695909158828285,0,0,0,0,0,0,0,0.930409084117171
"354",0.178130932129471,0.773572083042913,0,0,0,0.0482969848276163,0,0,0,0,0.773572083042913
"355",0.279524667111213,0.162203576837743,0.051150846355282,0,0.196259180857598,0.310861728838163,0,0,0,0,0.310861728838163
"356",0,0,0,0,1,0,0,0,0,0,1
"357",0.152553812953574,0.0164074770382231,0,0.0407145608725097,0,0.0112936048880376,0,0.752363166167919,0,0.0266673780797364,0.752363166167919
"358",0.0793092454119816,0.0343773371524976,0,0.79135083771205,0.0470290609374527,0.0186380650316195,0,0,0,0.029295453754399,0.79135083771205
"359",0,0,0,0,1,0,0,0,0,0,1
"360",0,0,0,0,1,0,0,0,0,0,1
"361",0.368089507703984,0,0.0225402380652436,0,0,0.609370254230772,0,0,0,0,0.609370254230772
"362",0,0,0,0.399359026507884,0.600640973492116,0,0,0,0,0,0.600640973492116
"363",0,0.025378683198292,0,0,0.969103671199567,0.00551764560214084,0,0,0,0,0.969103671199567
"364",0,0,0,0.0340202931569602,0.96597970684304,0,0,0,0,0,0.96597970684304
"365",0.762768723737099,0.0208780892945552,0.117574178082889,0.0247869598630622,0,0.070360972340096,0,0,0,0.00363107668229838,0.762768723737099
"366",0,0.00277007044305541,0,0,0.997229929556945,0,0,0,0,0,0.997229929556945
"367",0,0.0119704634592644,0,0.304669805232095,0.666150819411327,0,0,0,0,0.0172089118973141,0.666150819411327
"368",0.105715588095021,0.318928072840051,0.575356339064927,0,0,0,0,0,0,0,0.575356339064927
"369",0.125129770892544,0.805583533375932,0.0692866957315236,0,0,0,0,0,0,0,0.805583533375932
"370",0.0939627282987023,0.809039454802987,0.0553399839251788,0,0,0.041657832973132,0,0,0,0,0.809039454802987
"371",0,0.00549163083570939,0,0.487491701333846,0.503814289513251,0,0,0,0,0.00320237831719398,0.503814289513251
"372",0,0,0,0,1,0,0,0,0,0,1
"373",0,0.77937664082997,0.22062335917003,0,0,0,0,0,0,0,0.77937664082997
"374",0.111851262480296,0.109754357262734,0.119347505542296,0,0,0.659046874714674,0,0,0,0,0.659046874714674
"375",0,0.339042713092444,0.434794206292699,0.0688856415901625,0.118263879712245,0,0,0,0,0.0390135593124482,0.434794206292699
"376",0,0.0156001052591943,0,0.906599408163016,0.0733430242041764,0,0,0,0,0.00445746237361391,0.906599408163016
"377",0.101837620694709,0.0321250613269384,0.032071224495956,0.216308512470591,0.459603763577357,0.0297744782049652,0,0.0961278537712623,0,0.0321514854582209,0.459603763577357
"378",0.0543560608599516,0.00675629010483636,0.108179496104856,0,0,0.125888345157259,0,0.704819807773097,0,0,0.704819807773097
"379",0,0.00254612182841103,0.0292257330784547,0,0.963012847660212,0.00521529743292218,0,0,0,0,0.963012847660212
"380",0,0,0,0,1,0,0,0,0,0,1
"381",0,0,0,0,0,0,0.851864719600269,0.148135280399731,0,0,0.851864719600269
"382",0.425339147601755,0,0.574660852398245,0,0,0,0,0,0,0,0.574660852398245
"383",0.199605117616318,0,0.400266595479139,0,0,0.400128286904543,0,0,0,0,0.400266595479139
"384",0,0,0,0,1,0,0,0,0,0,1
"385",0.0499934569780576,0.00602253742004917,0.0752070248014821,0,0,0,0.028999911646051,0.82984927368269,0,0.00992779547167001,0.82984927368269
"386",0.336659804897705,0.182435222290124,0.0647992151414458,0,0,0.416105757670726,0,0,0,0,0.416105757670726
"387",0.245498731033063,0.111831583428266,0.0119917117453986,0,0,0.630677973793272,0,0,0,0,0.630677973793272
"388",0.456106107177718,0.0719976466258843,0.0252312452890306,0,0,0.446665000907367,0,0,0,0,0.456106107177718
"389",0,0,0,0,0,0,0.56136177585604,0.43863822414396,0,0,0.56136177585604
"390",0,0.0632206658229138,0,0.319725757385001,0.56866319425981,0,0,0,0,0.0483903825322745,0.56866319425981
"391",0,0.0164720014141522,0,0.235385417217039,0,0.00761397757420145,0,0.712382719065495,0,0.0281458847291117,0.712382719065495
"392",0.718961871506731,0,0.0239274953346844,0,0,0.257110633158584,0,0,0,0,0.718961871506731
"393",0,0,0,0,1,0,0,0,0,0,1
"394",0.717435379510631,0.128519210462169,0.0408509586941466,0,0,0.113194451333053,0,0,0,0,0.717435379510631
"395",0.82310574816088,0.0105422845503455,0.152300686336818,0,0,0.0140512809519566,0,0,0,0,0.82310574816088
"396",0,0.0369001909690241,0,0.341782009615595,0.597408889793661,0.0192508772424013,0,0,0,0.00465803237931845,0.597408889793661
"397",0,0.00278150362148417,0,0,0.993770154660618,0.00344834171789774,0,0,0,0,0.993770154660618
"398",0.696392684896666,0,0.0117510631138726,0,0,0.291856251989462,0,0,0,0,0.696392684896666
"399",0,0,0,0.751243623921798,0.248756376078202,0,0,0,0,0,0.751243623921798
"400",0,0,0,0,1,0,0,0,0,0,1
"401",0.0336403655824271,0.0474516914559946,0,0.804608523711816,0.050539438266572,0.0175456611034301,0,0,0,0.0462143198797601,0.804608523711816
"402",0,0,0,0,0.421764104161869,0,0.017548564592685,0.560687331245446,0,0,0.560687331245446
"403",0.617844076201729,0.0865335253071784,0.0385255997871044,0.117604445040504,0,0.0924587070506274,0,0,0,0.0470336466128562,0.617844076201729
"404",0,0.00279780494410581,0,0,0.997202195055894,0,0,0,0,0,0.997202195055894
"405",0,0,0,0,1,0,0,0,0,0,1
"406",0.261483418186353,0.0662274816039733,0.0230142864413378,0.563977506461924,0,0.0244421312353,0,0,0,0.0608551760711112,0.563977506461924
"407",0,0.440061284455652,0.559938715544348,0,0,0,0,0,0,0,0.559938715544348
"408",0.146931376540185,0.0391777434834212,0.813890879976394,0,0,0,0,0,0,0,0.813890879976394
"409",0,0.00263614795581381,0,0,0.997363852044187,0,0,0,0,0,0.997363852044187
"410",0.778251263877464,0.0190977264688565,0.155058711318987,0,0,0.0475922983346925,0,0,0,0,0.778251263877464
"411",0.111050129477725,0.570866897633723,0.214873230740902,0,0,0.10320974214765,0,0,0,0,0.570866897633723
"412",0.479184668347261,0.0245126113212352,0.226528668275401,0,0,0.269774052056103,0,0,0,0,0.479184668347261
"413",0,0,0,0,1,0,0,0,0,0,1
"414",0,0,0,0.0327487127161643,0.967251287283835,0,0,0,0,0,0.967251287283835
"415",0,0,0,0,1,0,0,0,0,0,1
"416",0,0,0,0,1,0,0,0,0,0,1
"417",0,0.00243098774541345,0,0,0.992978282349088,0.00459072990549803,0,0,0,0,0.992978282349088
"418",0.120183010618538,0.162053716631415,0.00988832812618738,0,0,0.707874944623859,0,0,0,0,0.707874944623859
"419",0.565833245348937,0,0.104992002733612,0,0,0.329174751917451,0,0,0,0,0.565833245348937
"420",0,0.00267740864392371,0,0,0.997322591356076,0,0,0,0,0,0.997322591356076
"421",0,0,0,0,0.210479062270084,0,0.789520937729916,0,0,0,0.789520937729916
"422",0,0,0,0,1,0,0,0,0,0,1
"423",0,0.00456396779913207,0,0.0124961319793185,0.240703996134539,0.00859570320834631,0.0194039419391118,0.714236258939552,0,0,0.714236258939552
"424",0.428389354605418,0.113783555304779,0.0891354260791844,0,0,0.368691664010619,0,0,0,0,0.428389354605418
"425",0,0,0,0,0.0434468801361956,0,0.956553119863804,0,0,0,0.956553119863804
"426",0,0,0,0,1,0,0,0,0,0,1
"427",0,0,0,0,1,0,0,0,0,0,1
"428",0,0.00135679750715211,0.0408913736873799,0,0,0,0.88825545111473,0.0619275494136449,0,0.00756882827709334,0.88825545111473
"429",0,0.00191252223484714,0.0124108042791945,0,0,0,0.967570581572306,0.0115069644393968,0,0.00659912747425564,0.967570581572306
"430",0,0,0,0,1,0,0,0,0,0,1
"431",0,0,0,0,0.705948388289115,0,0.294051611710885,0,0,0,0.705948388289115
"432",0,0,0,0,0.959826605400912,0,0,0.0401733945990876,0,0,0.959826605400912
"433",0,0.0929805967023425,0,0.247664404776684,0.608801521461084,0.00974380314934966,0,0,0,0.0408096739105408,0.608801521461084
"434",0.238381713121779,0,0.0945614620178989,0,0,0.667056824860322,0,0,0,0,0.667056824860322
"435",0.0655416282738139,0.00926389464007412,0.154401513497579,0,0,0,0,0.757095352164317,0,0.013697611424217,0.757095352164317
"436",0,0,0,0,0.760061500196376,0,0.017050758125422,0.222887741678202,0,0,0.760061500196376
"437",0.698535849035021,0,0.011051004064793,0,0,0.290413146900185,0,0,0,0,0.698535849035021
"438",0,0,0,0,1,0,0,0,0,0,1
"439",0,0.00438689114382943,0.0243257329025658,0,0.964567826703347,0.00671954925025737,0,0,0,0,0.964567826703347
"440",0,0,0,0.247901720545701,0.752098279454299,0,0,0,0,0,0.752098279454299
"441",0,0.00455980327216133,0,0.529669794876961,0.46214087594008,0,0,0,0,0.00362952591079761,0.529669794876961
"442",0,0,0,0,0,0,0.512857594054206,0.487142405945794,0,0,0.512857594054206
"443",0,0,0,0,0,0,0.953385802236295,0.0418136084406141,0,0.00480058932309048,0.953385802236295
"444",0,0,0,0.162538474418959,0.837461525581041,0,0,0,0,0,0.837461525581041
"445",0.359679494389999,0.569706161319427,0.0706143442905738,0,0,0,0,0,0,0,0.569706161319427
"446",0,0.0538535294600433,0.0224827907263892,0,0.91689930000215,0.00676437981141768,0,0,0,0,0.91689930000215
"447",0,0,0,0,1,0,0,0,0,0,1
"448",0,0,0,0.239877099212996,0.760122900787004,0,0,0,0,0,0.760122900787004
"449",0.467136657678797,0.114950322687125,0.0345754943135236,0,0,0.383337525320555,0,0,0,0,0.467136657678797
"450",0.121961266370505,0.780981745010545,0.0970569886189499,0,0,0,0,0,0,0,0.780981745010545
"451",0.424984284721567,0.00447442213249863,0.186642355845229,0,0,0.354208009358657,0,0,0,0.0296909279420475,0.424984284721567
"452",0,0,0,0,0,0,0.720069213199805,0.279930786800195,0,0,0.720069213199805
"453",0.535045441459063,0.0193703774629527,0,0,0,0.445584181077985,0,0,0,0,0.535045441459063
"454",0,0,0,0,1,0,0,0,0,0,1
"455",0,0,0,0,1,0,0,0,0,0,1
"456",0.440228372131288,0.0418771491580679,0.0372227595186447,0,0,0.480671719191999,0,0,0,0,0.480671719191999
"457",0.114317847494328,0.584763563450423,0,0,0,0,0.269744949625609,0,0,0.0311736394296399,0.584763563450423
"458",0,0.0400214690770354,0.0684535568742137,0.781581954703172,0.0437587164692703,0.0155257529960137,0,0,0,0.0506585498802956,0.781581954703172
"459",0,0.000562443629908934,0,0,0,0,0.939740771836956,0.0586124859941825,0,0.00108429853895282,0.939740771836956
"460",0.250828147054778,0.00987590422566403,0.515123799860181,0,0,0.224172148859377,0,0,0,0,0.515123799860181
"461",0,0.0202119030202562,0,0,0.977304456953362,0.00248364002638178,0,0,0,0,0.977304456953362
"462",0,0.0024481215028133,0.0164101076696748,0,0.976943502067034,0.00419826876047831,0,0,0,0,0.976943502067034
"463",0.431082537707797,0,0.0244904439065639,0,0,0.54442701838564,0,0,0,0,0.54442701838564
"464",0.707286137911796,0.00707754918359845,0.201562870222943,0,0,0.084073442681663,0,0,0,0,0.707286137911796
"465",0.0315698917539055,0.0277665971107657,0.0264565434290642,0,0,0,0.0186759994717505,0.883029027458846,0,0.0125019407756684,0.883029027458846
"466",0,0,0,0.0104304711724553,0.331905248009414,0,0.0187453009305166,0.638918979887615,0,0,0.638918979887615
"467",0.327572215003004,0.00485747365332773,0.0457898661438375,0,0.504944335842194,0.116836109357637,0,0,0,0,0.504944335842194
"468",0.35561150277014,0,0.0212011839145959,0,0,0.623187313315264,0,0,0,0,0.623187313315264
"469",0.107908121916321,0.799641930808475,0,0,0,0.0924499472752041,0,0,0,0,0.799641930808475
"470",0.106321838683495,0.828801202176057,0.0648769591404483,0,0,0,0,0,0,0,0.828801202176057
"471",0.13840372157816,0.258304309242773,0.104045320647973,0.437808880222517,0,0,0,0,0,0.0614377683085772,0.437808880222517
"472",0,0.00315077060798391,0,0,0.993925051244919,0.00292417814709677,0,0,0,0,0.993925051244919
"473",0.272169689251297,0.680384924164735,0,0,0,0.0474453865839671,0,0,0,0,0.680384924164735
"474",0,0,0,0.11955164993532,0.88044835006468,0,0,0,0,0,0.88044835006468
"475",0.0592440948639046,0.784229415625103,0.0662024353002379,0,0,0.0903240542107551,0,0,0,0,0.784229415625103
"476",0,0.378996721505712,0,0.52295920589944,0.0494599679310426,0,0,0,0,0.0485841046638055,0.52295920589944
"477",0,0,0,0.0122983174296422,0.987701682570358,0,0,0,0,0,0.987701682570358
"478",0,0,0,0.202590800050541,0.797409199949459,0,0,0,0,0,0.797409199949459
"479",0.0201259612842347,0.00322018146546476,0.0179685391928474,0,0,0,0.0824958181553043,0.868099091084525,0,0.00809040881762303,0.868099091084525
"480",0.728952052738787,0,0.0411677466327565,0,0,0.229880200628456,0,0,0,0,0.728952052738787
"481",0,0,0,0,1,0,0,0,0,0,1
"482",0.11554741201211,0.0316475699875379,0.109874105478939,0,0.445952768788984,0.296978143732428,0,0,0,0,0.445952768788984
"483",0,0.020688686751188,0,0.431264330602026,0.265149924810052,0.0206032954422246,0.256775827078795,0,0,0.00551793531571457,0.431264330602026
"484",0,0.0078926510300098,0,0.242467849719691,0.745632857647999,0,0,0,0,0.0040066416022999,0.745632857647999
"485",0,0.0026452499219393,0,0,0.997354750078061,0,0,0,0,0,0.997354750078061
"486",0.235639126736607,0.0114019868552805,0.535954056492044,0,0,0.217004829916069,0,0,0,0,0.535954056492044
"487",0,0,0,0,1,0,0,0,0,0,1
"488",0.0487464718358917,0.0131384679789639,0,0,0.932343178625683,0.00577188155946181,0,0,0,0,0.932343178625683
"489",0.172895872781513,0,0.0269119770908745,0,0,0.38911480076662,0,0.411077349360993,0,0,0.411077349360993
"490",0,0,0,0,1,0,0,0,0,0,1
"491",0,0,0,0.0140921965474478,0.983460773994788,0,0,0,0,0.00244702945776399,0.983460773994788
"492",0,0.012581224852593,0,0.912865912626324,0.0715042142232161,0,0,0,0,0.00304864829786661,0.912865912626324
"493",0,0.0041112002648916,0.0275563302423204,0,0.961368547261216,0.00696392223157204,0,0,0,0,0.961368547261216
"494",0.187389328379291,0,0.106089966996478,0,0,0.706520704624231,0,0,0,0,0.706520704624231
"495",0.28112718242598,0.202052188046505,0.0673406406102483,0,0,0.449479988917266,0,0,0,0,0.449479988917266
"496",0,0,0,0,1,0,0,0,0,0,1
"497",0.10874983249322,0.223548957899959,0.644310360208941,0,0,0.0233908493978811,0,0,0,0,0.644310360208941
"498",0.246216008626419,0.365966158028347,0.362636178119476,0,0,0,0,0,0,0.025181655225758,0.365966158028347
"499",0,0.100821456385543,0,0.609246739432689,0.23970458817505,0,0,0,0,0.0502272160067176,0.609246739432689
"500",0,0.0193850379791877,0,0.885209728827082,0.058126501079028,0.00880828444019756,0,0,0,0.0284704476745052,0.885209728827082
"501",0,0,0,0,0.996805426851943,0.00319457314805672,0,0,0,0,0.996805426851943
"502",0,0,0,0,1,0,0,0,0,0,1
"503",0.816606099045095,0.0390733099835528,0.088755834947083,0,0,0.0376709438154294,0,0,0,0.0178938122088403,0.816606099045095
"504",0,0.00228121190514224,0,0,0.997718788094857,0,0,0,0,0,0.997718788094857
"505",0.241267559553968,0.236043583902617,0.142534424854822,0,0,0.380154431688592,0,0,0,0,0.380154431688592
"506",0.122398195364481,0.783626889213443,0,0,0,0.0939749154220758,0,0,0,0,0.783626889213443
"507",0.344027566644483,0.112550869148789,0,0,0,0.543421564206729,0,0,0,0,0.543421564206729
"508",0,0.019882767426456,0,0,0.976261019067518,0.00385621350602592,0,0,0,0,0.976261019067518
"509",0,0,0,0,1,0,0,0,0,0,1
"510",0.208698462196803,0.289301075392214,0.0113698710212747,0,0,0.490630591389708,0,0,0,0,0.490630591389708
"511",0.396306621053476,0.0114342912948207,0.0331307980803179,0,0,0.559128289571386,0,0,0,0,0.559128289571386
"512",0,0.00261627635741047,0,0,0.99376492867932,0.0036187949632698,0,0,0,0,0.99376492867932
"513",0,0,0,0,1,0,0,0,0,0,1
"514",0,0,0,0,1,0,0,0,0,0,1
"515",0.485157615993186,0.00616915515397582,0,0,0,0.508673228852838,0,0,0,0,0.508673228852838
"516",0,0.746437162660948,0.253562837339052,0,0,0,0,0,0,0,0.746437162660948
"517",0,0,0,0,0.999999999999999,0,0,0,0,0,0.999999999999999
"518",0.258035616774245,0.0326755257108019,0.033552255657335,0.0638863600163884,0,0.607167296622877,0,0,0,0.00468294521835286,0.607167296622877
"519",0,0,0,0,1,0,0,0,0,0,1
"520",0,0,0,0,0.996745765924538,0.0032542340754615,0,0,0,0,0.996745765924538
"521",0.592863959895539,0.010211000105436,0.0952908150582536,0,0,0.301634224940771,0,0,0,0,0.592863959895539
"522",0,0,0,0,1,0,0,0,0,0,1
"523",0.735293633514511,0,0.0110607381100932,0,0,0.253645628375395,0,0,0,0,0.735293633514511
"524",0.179799231091339,0.00535127073260558,0.0391070799651635,0,0,0.0510006891103883,0.722996683239347,0,0,0.00174504586115611,0.722996683239347
"525",0.107971747846376,0.675817670977134,0.189052035323822,0,0,0.0271585458526681,0,0,0,0,0.675817670977134
"526",0.726022254829057,0.0237074748335841,0.100098977486812,0.0972154523618892,0,0.0192425108049443,0,0,0,0.0337133296837133,0.726022254829057
"527",0,0.330038168229036,0,0,0,0,0,0.647669951770245,0,0.0222918800007183,0.647669951770245
"528",0.648294613169618,0.164939449504902,0.110369733726256,0,0,0.0763962035992238,0,0,0,0,0.648294613169618
"529",0,0.0208647820001426,0,0.760346300625321,0.187795432362315,0,0,0,0,0.0309934850122217,0.760346300625321
"530",0,0,0,0.0668949270690442,0.867705913279351,0,0,0.0653991596516053,0,0,0.867705913279351
"531",0.278303785739432,0.105873698245846,0.0432159029220876,0,0.474256049943836,0.0983505631487989,0,0,0,0,0.474256049943836
"532",0,0,0,0,0.995933910899345,0.00406608910065506,0,0,0,0,0.995933910899345
"533",0,0,0,0.0450545957758264,0.954945404224174,0,0,0,0,0,0.954945404224174
"534",0,0.00248925442593901,0,0,0.338079683201037,0,0.631642736725932,0.0277883256470921,0,0,0.631642736725932
"535",0,0.323505208189983,0,0.0506622063319038,0.597354133128783,0,0,0,0,0.0284784523493296,0.597354133128783
"536",0,0.0171180712636248,0,0.893663013021386,0.063831090136361,0,0,0,0,0.0253878255786278,0.893663013021386
"537",0.289327261777264,0.120790178412657,0.0442844419456156,0,0,0.545598117864463,0,0,0,0,0.545598117864463
"538",0,0.0139188951260473,0,0.915487344811517,0.0672576724685157,0,0,0,0,0.00333608759391917,0.915487344811517
"539",0.186555282767744,0,0.361761307106,0,0,0.451683410126256,0,0,0,0,0.451683410126256
"540",0.353834527760572,0.00485425881527839,0.0528060216122768,0,0.487341892236048,0.101163299575825,0,0,0,0,0.487341892236048
"541",0,0.00219145525811869,0,0,0.997808544741881,0,0,0,0,0,0.997808544741881
"542",0,0,0,0,1,0,0,0,0,0,1
"543",0.307211992071013,0.018424056882467,0,0,0,0.67436395104652,0,0,0,0,0.67436395104652
"544",0,0.919006540335974,0.0809934596640262,0,0,0,0,0,0,0,0.919006540335974
"545",0,0,0,0,0.251378856937309,0,0.748621143062691,0,0,0,0.748621143062691
"546",0.275461519731994,0.31198062094315,0.0607034606738316,0,0,0.351854398651024,0,0,0,0,0.351854398651024
"547",0,0,0,0,1,0,0,0,0,0,1
"548",0.775345665119027,0.0299591400312472,0.0153330531891282,0.0480871433812799,0,0.104179954726725,0,0,0,0.0270950435525932,0.775345665119027
"549",0.223299848448901,0.180587395118336,0.0213632441612605,0,0,0.574749512271504,0,0,0,0,0.574749512271504
"550",0.383292500382281,0.0459414963158472,0.0767933880783981,0.290217541809201,0,0.198977239226777,0,0,0,0.00477783418749577,0.383292500382281
"551",0.0925188776133952,0.119789817845269,0.0972005376149917,0,0,0.690490766926344,0,0,0,0,0.690490766926344
