"","prediction.score.L4_5.IT.CTX","prediction.score.L2_3.IT.CTX","prediction.score.L5.NP.CTX","prediction.score.Sst.Chodl","prediction.score.Car3","prediction.score.L6.CT.CTX","prediction.score.Sst","prediction.score.L5_6.IT.CTX","prediction.score.L6.IT.CTX","prediction.score.Pvalb","prediction.score.Lamp5","prediction.score.DG","prediction.score.L2_3.IT.RSPv","prediction.score.L6b_CT.ENT","prediction.score.L4.RSP.ACA","prediction.score.Vip","prediction.score.L5.PT.CTX","prediction.score.L5.IT.CTX","prediction.score.Oligo","prediction.score.L2_3.IT.RSP","prediction.score.CA1.ProS","prediction.score.Micro.PVM","prediction.score.Sncg","prediction.score.L2.IT.ENTl","prediction.score.SUB.ProS","prediction.score.L2_3.IT.APr","prediction.score.NP.PPP","prediction.score.L2_3.IT.PPP","prediction.score.L3.IT.ENTm","prediction.score.L6b.CTX","prediction.score.Astro","prediction.score.NP.SUB","prediction.score.CA1","prediction.score.L3.IT.ENTl","prediction.score.L2_3.IT.ENTl","prediction.score.CT.SUB","prediction.score.L2_3.IT.HATA","prediction.score.Lamp5.Lhx6","prediction.score.Endo","prediction.score.L6.IT.ENTl","prediction.score.L5.IT.TPE.ENT","prediction.score.Meis2.HPF","prediction.score.L2.IT.PAR","prediction.score.L5.NP.CT.CTX.","prediction.score.L5.PPP","prediction.score.Pax6","prediction.score.Ndnf.HPF","prediction.score.L2.IT.ENTm","prediction.score.CA3","prediction.score.L2_3.IT.ProS","prediction.score.CA2.IG.FC","prediction.score.SUB","prediction.score.SMC.Peri","prediction.score.CR","prediction.score.max"
"221",0,0,0,0,0,0,0,0,0,0.00331142696794711,0.0261226299677541,0,0,0,0,0.950630183492026,0,0,0,0,0,0,0.019935759572272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950630183492026
"222",0,0,0.00415483300537247,0,0,0,0.0776847494202241,0,0,0.892991123323429,0.0095006765354631,0,0,0,0,0,0.0121756400209163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00349297769459529,0,0,0,0,0,0,0,0.892991123323429
"223",0,0,0,0,0,0.325230804747922,0,0.00187021695754371,0,0,0,0,0,0,0,0,0,0.0495952132381767,0,0.00372923141979023,0,0,0,0,0,0,0,0,0,0.619574533636568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619574533636568
"224",0.503095040009126,0.355816808034904,0,0,0,0,0.12778369936941,0,0,0,0,0,0,0,0,0,0.00470227885144483,0,0,0.00860217373511528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503095040009126
"225",0.900567140045787,0.0471903298882716,0,0,0,0,0,0.0246232542654747,0,0,0,0,0,0,0,0,0,0.0276192758004667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.900567140045787
"226",0,0,0.115437198914164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182945245286765,0,0,0,0,0,0,0,0,0,0,0.00918817694685901,0.683881362400219,0,0,0,0,0,0,0,0,0,0,0,0,0.00854801645199345,0,0,0,0,0,0,0,0,0,0,0.683881362400219
"227",0,0,0.00852893906340092,0.0122391161203968,0,0,0.958131317588479,0,0,0.0211006272277232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958131317588479
"228",0,0,0,0,0,0,0,0,0,0,0.0051194575040044,0,0,0,0,0.0971664210922936,0,0,0.723551169246172,0,0,0,0.17416295215753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723551169246172
"229",0,0.793917635798103,0,0,0,0.0249700761616094,0,0.0156918316518546,0.138973584934337,0,0,0,0,0,0,0,0.00462658639424296,0,0,0.0169323410351212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00488794402473181,0,0,0,0.793917635798103
"230",0,0,0.0747227608799352,0,0,0,0,0,0,0,0.0157040098256219,0,0,0,0,0.869747912307428,0,0,0,0,0,0,0.0398253169870145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869747912307428
"231",0,0,0,0,0,0,0,0,0,0,0.0219394899758494,0,0,0,0,0.925368937976144,0,0,0,0,0,0,0.052691572048007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925368937976144
"232",0,0,0,0.00935996813510059,0,0,0.946633590437737,0,0,0.00753266718221947,0.00616866428169831,0,0,0,0,0.0289496512809569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00135545868228802,0,0,0,0,0,0,0,0.946633590437737
"233",0,0,0,0,0,0,0,0,0,0,0.0354051878503146,0,0,0,0,0.893383615516131,0,0,0,0,0,0,0.0712111966335545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893383615516131
"234",0.687835898769229,0.280787480347125,0,0,0,0,0,0.0313766208836467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687835898769229
"235",0,0,0.00603057827275021,0,0,0.030002984760502,0.0826785963600162,0,0,0.827245730676593,0,0,0,0,0,0,0.0507665462801185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00327556365002057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827245730676593
"236",0,0,0,0.0135081013487432,0,0,0.439357556418233,0,0,0.0573626030599769,0.0200947551824115,0,0,0,0,0.461497049167756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00817993482288016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461497049167756
"237",0,0,0,0,0,0,0,0,0,0,0.922005673157696,0,0,0,0,0.0397414135114801,0,0,0,0,0,0,0.0139987477261134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129201719852643,0,0,0,0,0,0,0,0,0.0113339936194453,0,0,0,0,0,0,0,0.922005673157696
"238",0,0,0,0,0,0,0.173945460685713,0,0,0.00327976787725045,0,0,0,0,0,0.807127404386445,0,0,0,0,0,0,0.00277727342961568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128700936209762,0,0,0,0,0,0,0,0.807127404386445
"239",0,0,0,0.0107152548805695,0,0,0.0803409226512657,0,0,0,0.836780555272544,0,0,0,0,0.0253387068223891,0,0,0,0,0,0,0.0106068585569569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230544257791151,0,0,0,0,0,0,0,0,0.0131632760371599,0,0,0,0,0,0,0,0.836780555272544
"240",0.311190081749044,0.0486698546034482,0,0,0,0.148929898103789,0,0.0707605033939673,0.0270555373661993,0,0,0,0,0,0,0,0,0.393394124783552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393394124783552
"241",0,0.0177070461373748,0,0,0,0,0,0,0.00497718669374343,0,0,0,0,0,0,0.00130452443031669,0,0,0,0,0,0.955553472427955,0.00791257908251661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125451912280933,0,0.955553472427955
"242",0.025798712130418,0,0.00656088559254315,0.00469733142343699,0,0,0.0741989702984397,0,0,0.84006573199674,0,0,0,0,0,0,0.0486783685584215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84006573199674
"243",0,0,0,0,0,0,0,0,0,0,0.0118934143123325,0,0,0,0,0.559854448441095,0,0,0,0,0,0,0.428252137246573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559854448441095
"244",0,0,0,0,0,0.139728974305894,0,0,0.00810943287231356,0,0,0,0,0,0,0.0292506674668162,0.0407062103295237,0.0273687823963077,0,0.00269852933492338,0,0,0,0,0,0,0,0,0,0.752137403294222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752137403294222
"245",0,0,0,0.00838429702388918,0,0,0.0209662580325582,0,0,0,0.903346348452493,0,0,0,0,0.0214609434169386,0,0,0,0,0,0,0.0125580005960218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206912182005792,0,0,0,0,0,0,0,0,0.0125929342775191,0,0,0,0,0,0,0,0.903346348452493
"246",0.0111680038580015,0.00984995727089604,0,0,0,0.0624305100339653,0,0.0201215001084478,0.452327590920267,0,0,0,0,0,0,0,0,0.125918187922705,0,0.0058995790815746,0,0,0,0,0,0,0,0,0,0.312284670804142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452327590920267
"247",0,0,0,0,0,0,0,0,0,0,0.90708829277899,0,0,0,0,0.0506001980729045,0,0,0,0,0,0,0.0169125622318167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152555129824508,0,0,0,0,0,0,0,0,0.0101434339338376,0,0,0,0,0,0,0,0.90708829277899
"248",0,0,0,0,0,0,0,0,0,0,0.920985070580011,0,0,0,0,0.0400255765209459,0,0,0,0,0,0,0.0148692444065427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144248265200071,0,0,0,0,0,0,0,0,0.00969528197249375,0,0,0,0,0,0,0,0.920985070580011
"249",0.0330843384971981,0.454536756871115,0,0,0,0,0,0,0.508038335669108,0,0,0,0,0,0,0,0,0,0,0.00434056896257947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508038335669108
"250",0,0,0,0,0,0,0,0,0,0,0.859554464921426,0,0,0,0,0.0233920212960267,0,0,0,0,0,0,0.0117030024558731,0,0,0,0,0,0,0.0797618696953113,0,0,0,0,0,0,0,0.0166200961357406,0,0,0,0,0,0,0,0,0.00896854549562202,0,0,0,0,0,0,0,0.859554464921426
"251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995928383151243,0,0,0,0,0,0,0,0,0,0,0,0.00407161684875743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995928383151243
"252",0,0,0,0.017388447112102,0,0,0.534253926349093,0,0,0,0.362913888868344,0,0,0,0,0.0319867354497641,0,0,0,0,0,0,0.0211025018472097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00834264494599905,0,0,0,0,0,0,0,0,0.0240118554274889,0,0,0,0,0,0,0,0.534253926349093
"253",0,0.0745351791128722,0,0,0.012978599856285,0,0,0,0,0,0,0.0403428359074061,0,0,0,0,0,0.00170192158715756,0.0574665255796161,0,0,0,0,0,0,0,0,0,0,0,0.811114535927747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186040202891595,0,0,0,0.811114535927747
"254",0.0766611930306429,0.228147483688912,0,0,0,0.408819954465857,0,0.0380832622301318,0.111945625393715,0,0,0.0146643078596716,0,0,0,0.030384929715492,0.0881470929457364,0,0,0.0031461506698414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408819954465857
"255",0.0842217632433996,0,0.0153092672457823,0.0084414595397975,0,0.083782070881876,0.101404515506914,0,0,0.627216231668906,0,0,0,0,0,0,0.0796246919133252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627216231668906
"256",0,0,0.00328375488099237,0,0,0,0.116045380293389,0,0,0.877952953834671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00271791099094753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877952953834671
"257",0,0,0,0,0,0,0,0,0,0,0.471776867327407,0,0,0,0,0.495526070067584,0,0,0,0,0,0,0.0121210644682041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103676604001497,0,0,0,0,0,0,0,0,0.010208337736655,0,0,0,0,0,0,0,0.495526070067584
"258",0,0,0,0,0.000849443388719766,0,0,0,0.00188512816030429,0,0,0,0,0,0,0,0,0,0.00271137608770147,0,0,0.965411489959843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00455152706990977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245910353335222,0,0.965411489959843
"259",0.124947807308993,0,0.178168857486404,0.0404637610523746,0,0,0.631651071326771,0,0,0.024768502825457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631651071326771
"260",0,0,0,0,0,0,0,0,0,0,0.900597155128303,0,0,0,0,0.0383021009919376,0,0,0,0,0,0,0.0366127553772413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137571889842196,0,0,0,0,0,0,0,0,0.0107307995182985,0,0,0,0,0,0,0,0.900597155128303
"261",0.511649710309499,0.19638864431911,0,0,0,0.0121929944501132,0,0.107978645885867,0,0,0,0,0,0,0,0,0,0.171790005035411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511649710309499
"262",0.0514062522999956,0,0.719757084552888,0.0155030133345648,0,0.0351788666755787,0.111797794919599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404746365092475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258823517081266,0,0,0,0,0,0,0,0,0,0,0.719757084552888
"263",0.0796801861593237,0.174993271274171,0,0,0,0.343584165269053,0,0.039426518817852,0.0311814976753308,0,0,0.0181688943943146,0,0,0,0.0208167497744683,0.292148716635487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343584165269053
"264",0,0,0,0,0,0,0,0,0,0,0.0293846536926398,0,0,0,0,0.953508617347108,0,0,0,0,0,0,0.0171067289602514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953508617347108
"265",0.0674572735783774,0,0.0880578905512525,0,0.222527900794379,0.418735478444529,0,0,0,0,0,0,0,0,0,0,0.172315271398212,0.0186215853572672,0,0,0,0,0,0,0,0,0,0,0,0.0122845998759829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418735478444529
"266",0,0,0,0.0170832580926853,0,0,0.904413916111743,0,0,0.0217927070219933,0.0349194198723156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147733489458131,0,0,0,0,0,0,0,0,0.00701734995544899,0,0,0,0,0,0,0,0.904413916111743
"267",0,0,0,0,0,0,0,0,0,0,0.0297031235675924,0,0,0,0,0.949336691800438,0,0,0,0,0,0,0.0209601846319693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949336691800438
"268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124806481866289,0,0,0,0,0,0,0,0,0,0,0,0.861916491255811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132770268779002,0,0.861916491255811
"269",0.435543811309293,0.324478867568307,0,0,0,0.0121232826721989,0,0.122782110529576,0.038869812381384,0,0,0,0,0,0,0,0,0.0662021155392413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435543811309293
"270",0.621843884490134,0.357576920068433,0,0,0,0,0,0.0205791954414335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621843884490134
"271",0.593988004283521,0.0677817913398988,0,0,0,0,0,0,0.038032828536831,0,0.0421117465046002,0,0.0165754652237532,0,0,0,0.114105897822439,0.0573355826715419,0,0.0700686836174143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593988004283521
"272",0,0,0,0,0,0,0,0,0,0,0.931915190916016,0,0,0,0,0.0273609127021143,0,0,0,0,0,0,0.0110469832797275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189142116076338,0,0,0,0,0,0,0,0,0.0107627014945081,0,0,0,0,0,0,0,0.931915190916016
"273",0,0,0.0040357962486362,0,0,0,0.0794945834604731,0,0,0.884239510567653,0,0,0,0,0,0,0.0322301097232378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884239510567653
"274",0,0,0,0,0,0,0,0,0,0,0.0417012626420318,0,0,0,0,0.906962411831253,0,0,0,0,0,0,0.0513363255267155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906962411831253
"275",0,0,0,0,0,0,0,0,0,0,0.0145583922509417,0,0,0,0,0.32537516501887,0,0,0,0,0,0,0.652567110163664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00749933256652491,0,0,0,0,0,0,0,0.652567110163664
"276",0.0544179592818996,0,0.771421743134797,0.00830644045106069,0,0.084987056899312,0.0110945660756925,0,0,0,0,0,0,0,0,0,0.0294321010997606,0,0,0,0,0,0,0,0,0,0,0,0,0.0104869444658895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298531885915888,0,0,0,0,0,0,0,0,0,0,0.771421743134797
"277",0,0,0,0,0,0,0,0,0,0,0.825025618519518,0,0,0,0,0.119107650978214,0,0,0,0,0,0,0.0465104641005001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00935626640176834,0,0,0,0,0,0,0,0.825025618519518
"278",0.306637887805233,0.0868269594937894,0,0,0,0,0,0.0556807399524206,0.308548541908299,0,0,0,0,0,0,0,0,0.242305870840257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308548541908299
"279",0,0,0,0,0,0,0.059594102213544,0,0,0,0.0160500945928475,0,0,0,0,0.908473162855746,0,0,0,0,0,0,0.00323979788352205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126428424543415,0,0,0,0,0,0,0,0.908473162855746
"280",0,0,0.126821652752252,0,0,0,0,0,0,0.353948351454761,0.0438446796958478,0,0,0,0,0.456102576034487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00825669255966916,0,0,0,0,0,0,0,0,0.0110260475029833,0,0,0,0,0,0,0,0.456102576034487
"281",0.820131935433302,0.170374282111047,0,0,0,0,0,0.00949378245565086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820131935433302
"282",0.287499807387862,0.0364526207046059,0,0,0,0.00633574389153776,0,0.0565137732720115,0,0,0,0.0838423493413428,0,0,0,0,0.0397580070800217,0.470257856031862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193398422907567,0,0,0,0.470257856031862
"283",0,0,0,0.0114436350720038,0,0,0.497097017328499,0,0,0.491459347599497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497097017328499
"284",0,0.166560017898766,0,0,0,0,0,0,0.0851569780966369,0,0.141774225624927,0,0.0167090088100088,0,0,0.054006873293377,0.0751384696495314,0,0,0.0658923121398504,0,0,0.388559641192469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00620247329443342,0,0,0,0,0,0,0,0.388559641192469
"285",0,0.119712208364287,0,0,0,0.150182908473332,0,0,0.232345026911614,0,0.129643029596681,0.0269147991721574,0,0,0,0.0994103902737539,0.146975953306409,0.042655398041652,0,0.00868536090030357,0,0,0.0434749249598089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232345026911614
"286",0.142009850538819,0.051943891964596,0,0,0,0,0,0,0.152911141172322,0,0.0296836238118341,0.0511357622996467,0,0,0,0.486827264850644,0.0854884653621382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486827264850644
"287",0,0,0,0,0,0,0,0,0,0,0.0350427611177471,0,0,0,0,0.947028468999079,0,0,0,0,0,0,0.0179287698831744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947028468999079
"288",0.672493630143062,0.318056624973831,0,0,0,0,0,0.00944974488310629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672493630143062
"289",0,0.183031490021044,0,0,0,0.0108248072243572,0,0,0.48390383865824,0,0,0,0,0,0,0,0,0.0703362090662093,0,0.0100632480249712,0,0,0,0,0,0,0,0,0,0.241840407005179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48390383865824
"290",0.0524958383778991,0.146971668960653,0,0,0,0.406637453477364,0,0.0447908764433084,0.0107686834281815,0,0,0.142219527885435,0,0,0,0,0.0282412039609982,0.109641146798081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582336006680804,0,0,0,0.406637453477364
"291",0.00588650830588272,0.0643708760374249,0,0,0.657712857795251,0,0,0,0.072445861423057,0,0,0.0447758262689713,0.0108166932461974,0,0,0.0275606577629495,0.0726620105696091,0.0077337230081778,0,0.0360349855824789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657712857795251
"292",0,0.0402595618552479,0,0,0,0.0331318237368857,0,0,0.0171093473570023,0,0.0779104553856907,0,0,0,0,0.0153330366412708,0.0695954437295491,0.0200453347080819,0,0.00575889841821471,0,0,0.0102428137039068,0,0,0,0,0,0,0.70177673224382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00883655222032994,0,0,0,0,0,0,0,0.70177673224382
"293",0.211501338543231,0.0450467116436298,0.551691723451839,0,0,0.130136631884791,0,0,0,0,0,0,0,0,0,0,0.0111791226435871,0.0134913311614188,0,0.0112022956795064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187027676119568,0,0,0,0,0,0,0.00704807738004076,0,0,0,0.551691723451839
"294",0.235049908347575,0.108126395873033,0,0,0,0,0,0.0156802406578571,0.55722395874188,0,0,0,0,0,0,0,0,0.0839194963796554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55722395874188
"295",0,0,0,0,0,0,0,0,0,0,0.168574640784488,0,0,0,0,0.820972452746085,0,0,0,0,0,0,0.00283602215209269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00531137263212301,0,0,0,0,0,0,0,0,0.00230551168521168,0,0,0,0,0,0,0,0.820972452746085
"296",0,0,0,0,0,0,0.0808490401498552,0,0,0.564981854794838,0.0112821072599997,0,0,0,0,0.337394199451104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00549279834420215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564981854794838
"297",0,0,0,0.00819951806007392,0,0,0.783301166529151,0,0,0.00349400925679941,0.0129180553813302,0,0,0,0,0.183920172212612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00615810094648768,0,0,0,0,0,0,0,0,0.00200897761354576,0,0,0,0,0,0,0,0.783301166529151
"298",0,0,0,0,0,0,0,0,0,0,0.00286700279646199,0,0,0,0,0.0743177422673363,0,0,0.903499224586105,0,0,0,0,0,0,0,0,0,0,0,0.0193160303500966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903499224586105
"299",0,0,0,0,0,0,0.0568536964522043,0,0,0.072578066107622,0,0,0,0,0,0.783800584375776,0,0,0,0,0,0,0.07719666178065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00957099128374792,0,0,0,0,0,0,0,0.783800584375776
"300",0,0,0,0.0124937451391389,0.0781190664690707,0,0.880804314461092,0,0,0.0285828739306982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.880804314461092
"301",0.590271261305816,0.01584777645465,0,0,0,0.00554626975725692,0,0.0282735114643752,0,0,0,0,0,0,0,0,0,0.360061181017902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590271261305816
"302",0,0,0.00583189357711894,0.00611935016432124,0,0,0.0896867411176525,0,0,0.8511994418912,0,0,0,0,0,0,0.0401728975974107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00291034554176046,0,0,0,0,0,0,0,0,0.00407933011053622,0,0,0,0,0,0,0,0.8511994418912
"303",0,0,0,0,0,0,0.151524707603134,0,0,0,0.0178448439990482,0,0,0,0,0.793866213222108,0,0,0,0,0,0,0.0164747115447977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202895236309119,0,0,0,0,0,0,0,0.793866213222108
"304",0,0,0,0.0138190732371546,0,0,0.935584297594305,0,0,0,0.0324989184520632,0,0,0,0,0.00827632476436894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098213859521081,0,0,0,0,0,0,0,0.935584297594305
