"","prediction.score.Fibroblast","prediction.score.B_cells","prediction.score.Mac_Mono","prediction.score.Plasma","prediction.score.Endothelial","prediction.score.T_cells","prediction.score.Alveolar_type_2","prediction.score.Alveolar_type_1","prediction.score.Mast","prediction.score.DCs","prediction.score.Neutrophils","prediction.score.Club_cells","prediction.score.Ciliated_cells","prediction.score.max"
"251",0,0.0103905131418116,0.834310398072243,0,0,0.0195880097217751,0,0,0,0.13571107906417,0,0,0,0.834310398072243
"252",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"253",0,0.0490651280720387,0,0,0,0.950934871927962,0,0,0,0,0,0,0,0.950934871927962
"254",0,0.257936428455315,0,0,0,0.742063571544685,0,0,0,0,0,0,0,0.742063571544685
"255",0,0.0524078607719016,0.543804741741763,0,0,0.264789909781647,0,0,0,0.0298828815863641,0.109114606118325,0,0,0.543804741741763
"256",0,0.158648712093143,0.545751756682708,0,0,0.191311179453265,0,0,0,0.104288351770884,0,0,0,0.545751756682708
"257",0,0.0152286418540675,0.642997438656009,0,0,0.0401571296796088,0,0,0,0.281622276641752,0.019994513168563,0,0,0.642997438656009
"258",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"259",0,0,0.726072708681214,0,0,0,0,0,0,0.028273225928222,0.245654065390564,0,0,0.726072708681214
"260",0,0,0.22320747726927,0,0,0,0,0,0,0.0104124893501016,0.766380033380628,0,0,0.766380033380628
"261",0,0,0,0.828179372729299,0,0.171820627270701,0,0,0,0,0,0,0,0.828179372729299
"262",0,0.268227713215053,0.331543991656035,0,0,0.225079349033449,0,0,0,0.175148946095463,0,0,0,0.331543991656035
"263",0,0.0245653030002656,0,0,0,0.975434696999734,0,0,0,0,0,0,0,0.975434696999734
"264",0,0,0,0.818020056643127,0,0.174723285500455,0,0,0,0.00725665785641894,0,0,0,0.818020056643127
"265",0,0,0.233487419290786,0.02832385101029,0,0.245836926439669,0,0,0,0,0.492351803259255,0,0,0.492351803259255
"266",0,0.0355887487772519,0.882678750554457,0,0,0.0817325006682908,0,0,0,0,0,0,0,0.882678750554457
"267",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"268",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"269",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"270",0,0.386781095391294,0.00551305290988565,0,0,0.603866590282024,0,0,0,0.00383926141679652,0,0,0,0.603866590282024
"271",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"272",0,0.184341288001927,0,0,0,0.777825679626595,0,0,0,0.0378330323714775,0,0,0,0.777825679626595
"273",0,0,0,0.832595478471599,0,0.145138656992946,0,0,0,0.0222658645354549,0,0,0,0.832595478471599
"274",0,0.0219513719845655,0.0451446916659276,0.587237126268131,0,0.0715222785743852,0,0,0,0.27414453150699,0,0,0,0.587237126268131
"275",0,0.058566235758237,0,0,0,0.941433764241763,0,0,0,0,0,0,0,0.941433764241763
"276",0,0.28016983365628,0.0620171232013875,0,0,0.634217533534419,0,0,0,0.0235955096079139,0,0,0,0.634217533534419
"277",0,0.0297942663320272,0.880444394635248,0,0,0.0897613390327248,0,0,0,0,0,0,0,0.880444394635248
"278",0,0.101968439969711,0.672442826351461,0,0,0.193326547617839,0,0,0,0.0322621860609896,0,0,0,0.672442826351461
"279",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"280",0,0,0.984272002953323,0,0,0.00704395617178793,0,0,0,0.00868404087488873,0,0,0,0.984272002953323
"281",0,0.0324820317450011,0,0,0,0.967517968254999,0,0,0,0,0,0,0,0.967517968254999
"282",0,0.0137455354243296,0,0,0,0.98625446457567,0,0,0,0,0,0,0,0.98625446457567
"283",0,0,0.0169071956672991,0,0.0153214325266466,0,0.931435835115346,0.0246644318085548,0,0,0,0.0116711048821534,0,0.931435835115346
"284",0,0,0,0.0497572730558351,0,0.950242726944165,0,0,0,0,0,0,0,0.950242726944165
"285",0,0.0159249971537074,0.945167136373427,0,0,0.0389078664728657,0,0,0,0,0,0,0,0.945167136373427
"286",0,0.0151387156866613,0.934997918498214,0,0,0.0221536753399215,0,0,0,0.0277096904752032,0,0,0,0.934997918498214
"287",0,0.00666915613994869,0.804520547808558,0,0.0277345869326165,0.112060226592496,0,0,0,0,0.0490154825263806,0,0,0.804520547808558
"288",0,0.00832582014886888,0.710786035355614,0,0,0.280888144495518,0,0,0,0,0,0,0,0.710786035355614
"289",0,0,0,0.835357979708016,0,0.113249535069697,0,0,0,0.0513924852222868,0,0,0,0.835357979708016
"290",0,0.0108135377359895,0.000569601466756171,0,0,0.200405385862579,0,0,0.788211474934676,0,0,0,0,0.788211474934676
"291",0,0.00427244575410873,0.00462926696326997,0,0,0.104592303696182,0,0,0.886505983586439,0,0,0,0,0.886505983586439
"292",0,0,0.00844768311183545,0,0,0.0685626554752123,0,0,0.912532271882164,0,0.0104573895307878,0,0,0.912532271882164
"293",0,0.361831244648448,0,0,0,0.638168755351552,0,0,0,0,0,0,0,0.638168755351552
"294",0,0.0367452235687468,0,0,0,0.963254776431253,0,0,0,0,0,0,0,0.963254776431253
"295",0,0.430704905749545,0.0350887879667673,0,0,0.442919517533882,0,0,0,0.0912867887498058,0,0,0,0.442919517533882
"296",0,0.0398299695280714,0.0123103446518552,0,0,0.947859685820073,0,0,0,0,0,0,0,0.947859685820073
"297",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"298",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"299",0,0.108085297486811,0.62173552590975,0,0,0.139458874341625,0,0,0,0.130720302261814,0,0,0,0.62173552590975
"300",0,0.133361360194278,0.0636004889268562,0.129970495604054,0,0.380014395309386,0,0,0,0.293053259965427,0,0,0,0.380014395309386
"301",0,0.0260834563659207,0,0,0.361486274428047,0.612430269206032,0,0,0,0,0,0,0,0.612430269206032
"302",0,0,0.937300563865835,0,0,0.0508130826848726,0,0,0,0,0.0118863534492926,0,0,0.937300563865835
"303",0,0,0.472416040370221,0,0.526406831089945,0.00117712853983403,0,0,0,0,0,0,0,0.526406831089945
"304",0,0,0.649683741206164,0,0,0.0570535591583123,0,0,0,0.293262699635524,0,0,0,0.649683741206164
"305",0,0.0492366050365075,0.676637193650558,0,0,0.0377778615911905,0,0,0,0.208607873034233,0.0277404666875108,0,0,0.676637193650558
"306",0,0,0.0525472196381393,0,0,0,0,0,0,0,0.947452780361861,0,0,0.947452780361861
"307",0,0.0242808035585271,0.771044635835546,0.00944562137712713,0,0.119931219582067,0,0,0,0.0752977196467328,0,0,0,0.771044635835546
"308",0,0,0.834804302030527,0,0,0.0239427854796173,0,0,0,0.122066190239538,0.0191867222503174,0,0,0.834804302030527
"309",0,0.376028369154738,0.0511144699088262,0,0,0.512731471510795,0,0,0,0.0601256894256405,0,0,0,0.512731471510795
"310",0,0,0,0.855127067801171,0,0.142049803301158,0,0,0,0.00282312889767115,0,0,0,0.855127067801171
"311",0,0,0,0.830838705506183,0,0.128768578941785,0,0,0,0.0403927155520322,0,0,0,0.830838705506183
"312",0,0,0.194371981196203,0,0,0,0,0,0,0.0155386577144098,0.790089361089387,0,0,0.790089361089387
"313",0,0,0.459341066639782,0,0,0,0,0,0,0.540658933360218,0,0,0,0.540658933360218
"314",0,0,0.990647020792,0,0,0.00935297920799947,0,0,0,0,0,0,0,0.990647020792
"315",0,0,0.967325025973965,0,0,0.00751825882108825,0,0,0,0,0.0251567152049464,0,0,0.967325025973965
"316",0,0.0590841676482254,0.761386109286337,0,0,0.179529723065437,0,0,0,0,0,0,0,0.761386109286337
"317",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"318",0,0,0.382944340050567,0,0,0.0227079165879478,0,0,0,0,0.594347743361485,0,0,0.594347743361485
"319",0,0,0.204343209583286,0,0,0,0,0,0,0.019507418143969,0.776149372272744,0,0,0.776149372272744
"320",0,0.222858863720991,0.164965017625053,0.0883949394460831,0,0.201521183208003,0,0,0,0.322259995999871,0,0,0,0.322259995999871
"321",0,0.230956471399905,0.394848163893024,0,0,0.302495948708677,0,0,0,0.0716994159983934,0,0,0,0.394848163893024
"322",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"323",0,0.0163199552715642,0.935194880638377,0,0,0.0484851640900585,0,0,0,0,0,0,0,0.935194880638377
"324",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"325",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"326",0,0.012492193138678,0.732480721163557,0,0,0.0213119188439354,0,0,0,0.23371516685383,0,0,0,0.732480721163557
"327",0,0.346056554481795,0,0,0,0.612074269664664,0,0,0,0.0418691758535417,0,0,0,0.612074269664664
"328",0,0.00228224315421968,0,0,0,0.0962065982927666,0,0,0.901511158553014,0,0,0,0,0.901511158553014
"329",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"330",0,0,0.022227536350291,0,0,0,0.95913200910002,0.0116225053956949,0,0,0,0.00701794915399366,0,0.95913200910002
"331",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"332",0,0,0,0.813037604471401,0,0.175305199038195,0,0,0,0.0116571964904049,0,0,0,0.813037604471401
"333",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"334",0,0.00823989904478442,0.00606610237330072,0,0,0.0773521185012089,0,0,0.902993875136033,0.00534800494467268,0,0,0,0.902993875136033
"335",0,0.0267843316718158,0.715442620555389,0,0,0.227655027321848,0,0,0,0,0.0301180204509474,0,0,0.715442620555389
"336",0,0.157885610293508,0.0781232453540631,0,0,0.182811630175939,0,0,0,0.58117951417649,0,0,0,0.58117951417649
"337",0,0.215542699270478,0.000655967066884236,0,0,0.783801333662638,0,0,0,0,0,0,0,0.783801333662638
"338",0,0,0.214710375728179,0,0,0,0,0,0,0.0113408315484478,0.773948792723373,0,0,0.773948792723373
"339",0,0,0,0.797126020291513,0,0.202873979708488,0,0,0,0,0,0,0,0.797126020291513
"340",0,0.071533869693024,0.542769013844462,0,0.0706262876617941,0.247082596046133,0,0,0,0.0679882327545869,0,0,0,0.542769013844462
"341",0,0.0650279112869725,0.572302320359255,0.0303901135595123,0,0.156460989578295,0,0,0,0.175818665215966,0,0,0,0.572302320359255
"342",0.981332897000589,0,0.00290778191098417,0,0,0,0.00510536009170111,0,0,0,0,0,0.0106539609967261,0.981332897000589
"343",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"344",0,0.354717280948283,0,0,0,0.613057510730133,0,0,0,0.0322252083215837,0,0,0,0.613057510730133
"345",0,0.028017925894057,0.444275792249859,0.0447272598046353,0,0.359464200314537,0,0,0,0.099796820009504,0.0237180017274086,0,0,0.444275792249859
"346",0,0,0,0.511336681641606,0,0.432129428128699,0,0,0,0.0565338902296953,0,0,0,0.511336681641606
"347",0,0,0.933550983587681,0,0,0,0,0,0,0.0307604463638191,0.0356885700485001,0,0,0.933550983587681
"348",0,0,0.905833903436135,0,0,0.0823864374610927,0,0,0,0.0117796591027721,0,0,0,0.905833903436135
"349",0,0,0.0345793516957859,0,0,0,0.940915371867628,0.0136911837287471,0,0,0,0.0108140927078386,0,0.940915371867628
"350",0,0.0933216374542721,0.412830910439505,0,0,0.082958315340937,0,0,0,0.410889136765285,0,0,0,0.412830910439505
"351",0,0.0143736999846849,0.815108040764417,0,0,0.110481040925012,0,0,0,0.0600372183258866,0,0,0,0.815108040764417
"352",0,0.0409515129057459,0.00779818307090236,0.0592907288107882,0,0.891959575212563,0,0,0,0,0,0,0,0.891959575212563
"353",0,0,0.149056291537457,0,0,0.00460573852561502,0,0,0,0,0.846337969936929,0,0,0.846337969936929
"354",0,0.23697771562577,0.143721079998215,0,0,0.589763224820954,0,0,0,0.0295379795550617,0,0,0,0.589763224820954
"355",0,0.00223439527378403,0,0,0,0.206924069743779,0,0,0.790841534982437,0,0,0,0,0.790841534982437
"356",0,0.0297346175493197,0.88212955531218,0,0,0.0760152980286334,0,0,0,0.0121205291098671,0,0,0,0.88212955531218
"357",0,0.0299014826479485,0.858291985993688,0,0,0.111806531358363,0,0,0,0,0,0,0,0.858291985993688
"358",0.853538005871505,0,0,0,0,0.104909165313196,0.0287312384525175,0,0,0,0,0,0.0128215903627822,0.853538005871505
"359",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"360",0,0,0.979016530730697,0,0,0,0,0,0,0,0.0209834692693027,0,0,0.979016530730697
"361",0,0.00530461259504934,0.971121984823126,0,0,0.0235734025818246,0,0,0,0,0,0,0,0.971121984823126
"362",0,0.403914772789294,0.0257272758605055,0,0,0.437213122040066,0,0,0,0.133144829310135,0,0,0,0.437213122040066
"363",0,0,0.0267331121673691,0,0,0,0.94821381558277,0.0139706126127659,0,0,0,0.0110824596370946,0,0.94821381558277
"364",0,0,0.193112855781569,0,0,0,0,0,0,0.00582319841265465,0.801063945805777,0,0,0.801063945805777
"365",0,0.41314666601166,0,0,0,0.499523786589123,0,0,0,0.0873295473992171,0,0,0,0.499523786589123
"366",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"367",0,0.432442235546971,0.11389999209018,0,0,0.384575574189936,0,0,0,0.0690821981729135,0,0,0,0.432442235546971
"368",0,0,0.986342731029366,0,0,0,0,0,0,0.0136572689706347,0,0,0,0.986342731029366
"369",0,0,0,0.116910716378535,0,0.883089283621465,0,0,0,0,0,0,0,0.883089283621465
"370",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"371",0,0.0474845578678127,0.118766670332403,0,0,0.816797480616996,0,0,0,0.0169512911827883,0,0,0,0.816797480616996
"372",0,0,0.657601774599103,0,0,0,0,0,0,0.0740467245954455,0.268351500805452,0,0,0.657601774599103
"373",0,0.0416801647984366,0.853152368609422,0,0,0.105167466592142,0,0,0,0,0,0,0,0.853152368609422
"374",0,0,0.0161881737704338,0,0,0,0.967512423415924,0.00875720767850965,0,0,0,0.00754219513513334,0,0.967512423415924
"375",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"376",0,0.134057436097867,0.288276632266259,0,0,0.143105050998072,0,0,0,0.434560880637803,0,0,0,0.434560880637803
"377",0,0.0557250592976841,0,0,0,0.944274940702316,0,0,0,0,0,0,0,0.944274940702316
"378",0,0.0146218846271923,0.00563845873783188,0.727045201190517,0,0.0493980012938956,0,0,0,0.203296454150564,0,0,0,0.727045201190517
"379",0,0.022272015149307,0.838505075546268,0,0,0,0,0,0,0.139222909304425,0,0,0,0.838505075546268
"380",0,0,0.990297627438332,0,0,0.00970237256166784,0,0,0,0,0,0,0,0.990297627438332
"381",0,0.0140774288513936,0.702052463579897,0,0,0.0330943544677902,0,0,0,0,0.250775753100918,0,0,0.702052463579897
"382",0,0,0,0.839752318209406,0,0.160247681790594,0,0,0,0,0,0,0,0.839752318209406
"383",0,0.154964260589425,0,0,0,0.845035739410575,0,0,0,0,0,0,0,0.845035739410575
"384",0,0.0302711431321787,0.023209834088899,0.69870417943719,0,0.043903080492493,0,0,0,0.203911762849239,0,0,0,0.69870417943719
"385",0,0,0,0,0.942518228006167,0.0574817719938332,0,0,0,0,0,0,0,0.942518228006167
"386",0,0,0.532825397843602,0,0,0,0,0,0,0,0.467174602156398,0,0,0.532825397843602
"387",0,0.0146020790335453,0.937318978882364,0,0,0.0480789420840907,0,0,0,0,0,0,0,0.937318978882364
"388",0,0,0.02336660863862,0,0,0,0.955138989852135,0.0155497143275105,0,0,0,0.00594468718173455,0,0.955138989852135
"389",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"390",0,0.10338800787486,0,0,0,0.89661199212514,0,0,0,0,0,0,0,0.89661199212514
"391",0,0,0.972549768100569,0,0,0.0182873375284278,0,0,0,0.00916289437100314,0,0,0,0.972549768100569
"392",0,0.00248890460533359,0.000625130885618409,0,0,0.181922470692736,0,0,0.814963493816313,0,0,0,0,0.814963493816313
"393",0,0,0,0.801882652534564,0,0.179404990945833,0,0,0,0,0.0187123565196031,0,0,0.801882652534564
"394",0,0.252230840201182,0.0678914455210245,0.00644275836049419,0,0.673434955917299,0,0,0,0,0,0,0,0.673434955917299
"395",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"396",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"397",0,0,0.0827258845654236,0,0,0,0,0,0,0,0.917274115434577,0,0,0.917274115434577
"398",0,0,0.999999999999999,0,0,0,0,0,0,0,0,0,0,0.999999999999999
"399",0,0,0.738104460664444,0,0,0.217705590203483,0,0,0,0.0268413136495343,0.0173486354825379,0,0,0.738104460664444
"400",0,0,0,0.824953492880267,0,0.175046507119733,0,0,0,0,0,0,0,0.824953492880267
"401",0,0.224167551460282,0.292802637510687,0,0,0.297567232487247,0,0,0,0.169622364748113,0.0158402137936702,0,0,0.297567232487247
"402",0,0,0,0,0,0.22429012604057,0,0,0.77570987395943,0,0,0,0,0.77570987395943
"403",0,0,0,0.848816194487462,0,0.151183805512538,0,0,0,0,0,0,0,0.848816194487462
"404",0,0.00674132121801421,0.956655168942003,0,0,0.0366035098399835,0,0,0,0,0,0,0,0.956655168942003
"405",0.715300432014934,0,0,0,0,0.249529529584014,0.0351700384010526,0,0,0,0,0,0,0.715300432014934
"406",0,0.114790894997588,0.631087905262206,0,0,0.221319538404603,0,0,0,0.0328016613356031,0,0,0,0.631087905262206
"407",0,0.0846943605467837,0,0,0,0.915305639453216,0,0,0,0,0,0,0,0.915305639453216
"408",0,0.00309099066571687,0,0,0,0.127020964573135,0,0,0.869888044761148,0,0,0,0,0.869888044761148
"409",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"410",0,0,0.347170223414616,0,0,0.0168342168700818,0,0,0,0.635995559715302,0,0,0,0.635995559715302
"411",0,0,0.751497256637437,0,0,0,0,0,0,0.0285687649515385,0.219933978411025,0,0,0.751497256637437
"412",0,0.341631209605842,0.00415657367808211,0,0,0.628986499042919,0,0,0,0.0252257176731564,0,0,0,0.628986499042919
"413",0.952177712408866,0,0,0.00585504283511693,0,0.0110633417129339,0.0136322614973017,0,0,0,0,0,0.0172716415457815,0.952177712408866
"414",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"415",0,0.0184433335085994,0.872866159091084,0,0,0.063732226787439,0,0,0.0449582806128771,0,0,0,0,0.872866159091084
"416",0,0.0212168600247596,0.910226608979699,0,0,0.0473454627919237,0,0,0,0.0212110682036179,0,0,0,0.910226608979699
"417",0,0.00247745291598766,0,0,0,0.107664692425835,0,0,0.889857854658178,0,0,0,0,0.889857854658178
"418",0,0.00629602177115378,0.955194811054621,0,0,0.0385091671742255,0,0,0,0,0,0,0,0.955194811054621
"419",0,0.0208089379574017,0.0268076200779722,0.604331339645516,0,0.0729590442907244,0,0,0,0.275093058028385,0,0,0,0.604331339645516
"420",0,0.180973570252188,0,0,0,0.819026429747812,0,0,0,0,0,0,0,0.819026429747812
"421",0,0.00772945138925016,0.962649026764344,0,0,0.0296215218464061,0,0,0,0,0,0,0,0.962649026764344
"422",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"423",0,0,0.0578304840946132,0,0,0.919286101319828,0,0,0,0,0.0228834145855592,0,0,0.919286101319828
"424",0,0,0.801080103919532,0,0,0,0,0,0,0.198919896080469,0,0,0,0.801080103919532
"425",0,0.00743553381743071,0.970571695332064,0,0,0.0219927708505049,0,0,0,0,0,0,0,0.970571695332064
"426",0,0,0.182953420231083,0,0,0,0,0,0,0,0.817046579768916,0,0,0.817046579768916
"427",0,0.0160053148286016,0.000800752047035943,0,0,0.279213167103476,0.00642086926506501,0,0.697559896755822,0,0,0,0,0.697559896755822
"428",0,0,0.784061537058502,0,0,0.136538074486165,0,0,0,0.0669278333840989,0.0124725550712342,0,0,0.784061537058502
"429",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"430",0,0,0.910483614078154,0.0151585852831963,0,0.0232428349013102,0,0,0,0.0511149657373397,0,0,0,0.910483614078154
"431",0,0.0129321391744243,0.771184429306946,0,0,0.102937407751644,0,0,0,0.060805759958189,0.0521402638087966,0,0,0.771184429306946
"432",0,0,0.045880306227651,0,0,0,0.89229986809344,0.0305626257493599,0,0,0,0.031257199929549,0,0.89229986809344
"433",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"434",0,0.0935259208004444,0.620334817113497,0.0203137271409233,0,0.161137352189193,0,0,0,0.104688182755942,0,0,0,0.620334817113497
"435",0,0,0.865754200660938,0,0,0.0655049262626526,0,0,0,0.0580608599197186,0.0106800131566912,0,0,0.865754200660938
"436",0,0.332083156156476,0,0,0,0.667916843843525,0,0,0,0,0,0,0,0.667916843843525
"437",0,0.0472341398096635,0.805806637083064,0,0,0.13202451735025,0,0,0,0.0149347057570221,0,0,0,0.805806637083064
"438",0,0.0553532801662558,0.799363671582273,0,0,0.122873293612294,0,0,0,0.0224097546391774,0,0,0,0.799363671582273
"439",0,0.27791494947598,0,0,0,0.714208420359461,0,0,0,0.00787663016455923,0,0,0,0.714208420359461
"440",0,0,0.763996827808778,0,0,0,0,0,0,0.219497141886647,0.0165060303045747,0,0,0.763996827808778
"441",0,0,0.0388282503585706,0,0,0,0.932668738230589,0.0181375350922383,0,0,0,0.0103654763186021,0,0.932668738230589
"442",0,0,0.818400192401286,0,0,0,0,0,0,0.16565495177426,0.0159448558244538,0,0,0.818400192401286
"443",0,0,0.0110621600611491,0,0,0.884805439869682,0,0,0,0,0.104132400069169,0,0,0.884805439869682
"444",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"445",0,0.0145102823393329,0.242896641745398,0,0,0.124920983011103,0,0,0.617672092904166,0,0,0,0,0.617672092904166
"446",0,0.139507989885178,0.592107518863156,0.00812280071775273,0,0.221846187994281,0,0,0,0,0.0384155025396326,0,0,0.592107518863156
"447",0,0,0,0,0,0.0899091922619417,0.0738597925662895,0,0,0,0,0,0.836231015171769,0.836231015171769
"448",0,0,0.757989489590969,0,0,0.0875144885873838,0,0,0,0.0802192930220369,0.0742767287996105,0,0,0.757989489590969
"449",0,0.0865747958172162,0.017746253440235,0,0,0.895678950742549,0,0,0,0,0,0,0,0.895678950742549
"450",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"451",0,0,0,0,0.0419687588473962,0.0797148304861248,0,0,0.878316410666479,0,0,0,0,0.878316410666479
"452",0,0,0.971503869267448,0,0,0,0,0,0,0,0.0284961307325521,0,0,0.971503869267448
"453",0,0,0,0.76551843715246,0,0.23448156284754,0,0,0,0,0,0,0,0.76551843715246
"454",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"455",0,0.00153677959064828,0.00958720583292962,0,0,0.0971046768179102,0,0,0.891771337758512,0,0,0,0,0.891771337758512
"456",0,0.0179895755275758,0.0272693943619225,0.20974730469,0,0.732982462975504,0,0,0,0,0.0120112624449979,0,0,0.732982462975504
"457",0,0,0.962060408426281,0,0,0.0379395915737191,0,0,0,0,0,0,0,0.962060408426281
"458",0,0.021797263225028,0.909630844944756,0,0,0.0685718918302163,0,0,0,0,0,0,0,0.909630844944756
"459",0,0.41222224885763,0.00411129190563021,0,0,0.399126752090302,0,0,0,0.184539707146438,0,0,0,0.41222224885763
"460",0,0.0287623696634484,0.0518059913503305,0,0,0.375641577697703,0,0,0,0,0.543790061288519,0,0,0.543790061288519
"461",0,0.0157617094463138,0,0.104871702945838,0,0.879366587607848,0,0,0,0,0,0,0,0.879366587607848
"462",0,0.555516153749541,0,0,0,0.44448384625046,0,0,0,0,0,0,0,0.555516153749541
"463",0.962836650234301,0,0.000133373875376411,0,0,0.0126043160479625,0.0125395628557081,0,0,0,0,0,0.0118860969866514,0.962836650234301
"464",0,0.246784870084467,0.15345842839894,0,0,0.233513108866312,0,0,0,0.366243592650281,0,0,0,0.366243592650281
"465",0,0.0238215461293869,0,0,0,0.976178453870613,0,0,0,0,0,0,0,0.976178453870613
"466",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"467",0,0.0603866294387807,0.651377013211925,0.0152920479029119,0,0.117941637718638,0,0,0,0.155002671727744,0,0,0,0.651377013211925
"468",0,0,0,0.842067821416809,0,0.157932178583191,0,0,0,0,0,0,0,0.842067821416809
"469",0,0.144929982134663,0.468609804287834,0,0,0.140651513462912,0,0,0,0.24580870011459,0,0,0,0.468609804287834
"470",0,0.361440874224604,0.0492204752852302,0,0,0.33074397267421,0,0,0,0.258594677815956,0,0,0,0.361440874224604
"471",0,0.0193438849506575,0.935504927225081,0,0,0.0451511878242613,0,0,0,0,0,0,0,0.935504927225081
"472",0,0,0.0171719403635895,0,0,0,0.97271888165772,0.0101091779786902,0,0,0,0,0,0.97271888165772
"473",0,0.0494913574522729,0.732393583241352,0,0,0.161941830864433,0,0,0,0.0561732284419425,0,0,0,0.732393583241352
"474",0,0.152868257386801,0.562275074687376,0,0,0.268872281111983,0,0,0,0.0159843868138398,0,0,0,0.562275074687376
"475",0,0,0,0,0,0.168084640461046,0,0,0.831915359538954,0,0,0,0,0.831915359538954
"476",0,0.0336171043450067,0.887491651311071,0,0,0.0788912443439225,0,0,0,0,0,0,0,0.887491651311071
"477",0,0,0.93597401273648,0,0,0.0640259872635198,0,0,0,0,0,0,0,0.93597401273648
"478",0,0,0,0.791902313727574,0,0.208097686272426,0,0,0,0,0,0,0,0.791902313727574
"479",0,0.0177053016616498,0.000673058209356515,0.0455309961509474,0.514399369758252,0.421691274219794,0,0,0,0,0,0,0,0.514399369758252
"480",0,0.0189051435760798,0.866060567609919,0,0,0.0895771356053258,0,0,0,0.025457153208675,0,0,0,0.866060567609919
"481",0.971819850062699,0,0.00574899088677488,0,0,0.00662207378236062,0.00604496740221944,0,0,0,0,0,0.0097641178659457,0.971819850062699
"482",0,0.00273180232295753,0.000477328152436716,0,0,0.146416164094824,0,0,0.850374705429782,0,0,0,0,0.850374705429782
"483",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"484",0,0.104738105306435,0.188959055573965,0,0,0.684145114293893,0,0,0,0.014543881412724,0.007613843412983,0,0,0.684145114293893
"485",0,0,0,0.822728129434762,0,0.117383600325457,0,0,0,0.0598882702397807,0,0,0,0.822728129434762
"486",0,0,0.290197996155953,0,0.688862795085533,0,0,0,0,0,0.0209392087585144,0,0,0.688862795085533
"487",0,0.0361119036439538,0.857851972219301,0,0,0.0888360262683736,0,0,0,0.0172000978683713,0,0,0,0.857851972219301
"488",0,0.0200968106026825,0.642537056986135,0,0,0,0,0,0,0.207761165128785,0.129604967282397,0,0,0.642537056986135
"489",0,0.146808113680612,0,0,0,0.853191886319388,0,0,0,0,0,0,0,0.853191886319388
"490",0,0,0.686966186668472,0,0,0.0169895820001485,0,0,0,0.296044231331379,0,0,0,0.686966186668472
"491",0,0,0.0208785479169433,0,0,0.103644372516907,0.0765391765196876,0,0,0,0,0,0.798937903046462,0.798937903046462
"492",0,0.0264466510940032,0.890892217190754,0,0,0.0826611317152424,0,0,0,0,0,0,0,0.890892217190754
"493",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"494",0,0,0.441320924225853,0,0,0,0,0,0,0.0280139901088044,0.530665085665343,0,0,0.530665085665343
"495",0,0.231693828369476,0,0.137702297168784,0,0.63060387446174,0,0,0,0,0,0,0,0.63060387446174
"496",0,0.0516111307609235,0.1061464539073,0,0,0.819800490864293,0,0,0,0,0.0224419244674832,0,0,0.819800490864293
"497",0,0,0.999400591510824,0,0,0.000599408489175566,0,0,0,0,0,0,0,0.999400591510824
"498",0,0,0.0504306385162392,0,0,0,0,0,0,0,0.94956936148376,0,0,0.94956936148376
"499",0,0.21301214862667,0.413819293533924,0,0,0.32368366210308,0,0,0,0.0494848957363262,0,0,0,0.413819293533924
"500",0,0.0647868515064749,0.660090161321871,0,0,0.229271295952663,0,0,0,0.0458516912189903,0,0,0,0.660090161321871
"501",0,0,0.206392594281055,0,0,0,0,0,0,0.0149717580038959,0.778635647715049,0,0,0.778635647715049
"502",0,0.0296702902156267,0.761371158957,0,0,0.114081932287453,0,0,0,0.0948766185399209,0,0,0,0.761371158957
