"","prediction.score.NK","prediction.score.CD4_T","prediction.score.Alveolar_Type_2","prediction.score.CD8_T","prediction.score.Monocytes","prediction.score.Macrophage","prediction.score.Alveolar_Type_1","prediction.score.Endothelial","prediction.score.DC","prediction.score.Fibroblast","prediction.score.Mast","prediction.score.B_cells","prediction.score.Muscle_cells","prediction.score.Proliferating_NK_T","prediction.score.Ciliated","prediction.score.Plasma","prediction.score.Club.cell","prediction.score.Basal","prediction.score.Proliferating_Macrophage","prediction.score.max"
"194",0.0010918127879815,0,0.164795413952871,0.00508784662381605,0,0.0223510530007904,0.232125245072121,0.00429891580026149,0,0,0.460265074788574,0,0,0,0,0,0.109984637973585,0,0,0.460265074788574
"195",0,0,0,0,0.0268287593403427,0.973171240659657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973171240659657
"196",0,0,0,0,0,0,0.00535962184760271,0,0,0,0,0,0,0,0.970239519521197,0,0,0.0244008586311995,0,0.970239519521197
"197",0.0166521766472718,0.595789488045308,0,0.381368475563406,0.00618985974401428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595789488045308
"198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"199",0,0,0.940119742372241,0,0,0,0.0486653269618616,0.00161588794857345,0,0,0,0,0,0,0,0.00959904271732412,0,0,0,0.940119742372241
"200",0.305343596469905,0.0403776929246239,0,0.189965571336373,0,0,0,0.456929778241445,0,0,0.00738336102765264,0,0,0,0,0,0,0,0,0.456929778241445
"201",0,0,0,0,0.0817799884693222,0.918220011530678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918220011530678
"202",0,0,0.308062850549507,0.00623977097374886,0,0,0.0964323326299506,0.588372365120181,0,0,0,0,0,0,0,0.000892680726612158,0,0,0,0.588372365120181
"203",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"204",0,0,0,0,0.0792827170646774,0.684797987380706,0,0.224124639437733,0,0,0,0,0,0,0,0,0,0,0.0117946561168838,0.684797987380706
"205",0,0,0,0,0.0375494554805972,0.756248301975129,0.0623501345446991,0,0.0519891940745691,0,0.0432522887737827,0,0,0,0,0,0,0,0.0486106251512234,0.756248301975129
"206",0,0,0,0,0.0342978673260229,0.867241004558244,0,0.0984611281157331,0,0,0,0,0,0,0,0,0,0,0,0.867241004558244
"207",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"208",0,0,0.962034775391402,0,0,0,0.0379652246085985,0,0,0,0,0,0,0,0,0,0,0,0,0.962034775391402
"209",0,0,0,0.00853813370355751,0,0,0,0.673500136885106,0,0,0.317961729411337,0,0,0,0,0,0,0,0,0.673500136885106
"210",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"211",0,0,0,0,0.0670397112183408,0.904253205511031,0,0.0287070832706278,0,0,0,0,0,0,0,0,0,0,0,0.904253205511031
"212",0,0,0.910071214340591,0.00625820327297689,0,0,0.0488453905402439,0.0239646431246411,0,0,0,0,0,0,0,0.0108605487215472,0,0,0,0.910071214340591
"213",0,0,0,0,0,0.0109552380375454,0.00528151120682721,0,0.00406746722188339,0.00456724023322649,0,0,0,0,0.975128543300517,0,0,0,0,0.975128543300517
"214",0,0,0,0,0.0546793838141232,0.945320616185877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945320616185877
"215",0,0,0.450346758701598,0,0,0,0.494967807675837,0,0,0,0.00299244510145659,0,0,0,0,0,0.0516929885211074,0,0,0.494967807675837
"216",0,0,0,0,0.21966282164352,0.618577958909435,0,0.161759219447045,0,0,0,0,0,0,0,0,0,0,0,0.618577958909435
"217",0,0,0,0,0,0.954666579699904,0,0.0453334203000963,0,0,0,0,0,0,0,0,0,0,0,0.954666579699904
"218",0,0,0.505403553425569,0,0.0166051554623828,0.12829254577895,0.295415705285273,0,0.00783240466215856,0,0,0,0,0,0,0.011979313008115,0.0344713223775516,0,0,0.505403553425569
"219",0,0,0,0,0.0336576674322354,0.433794425134571,0,0,0,0.0174945526065045,0,0,0.515053354826689,0,0,0,0,0,0,0.515053354826689
"220",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"221",0,0,0,0,0.175049186909231,0.0185177044096821,0,0.76957935409692,0.0134624187087631,0.0233913358754043,0,0,0,0,0,0,0,0,0,0.76957935409692
"222",0,0,0,0,0,0.907809919022221,0,0.0921900809777786,0,0,0,0,0,0,0,0,0,0,0,0.907809919022221
"223",0,0,0,0,0.0318537898578973,0.920847589763435,0.0472986203786678,0,0,0,0,0,0,0,0,0,0,0,0,0.920847589763435
"224",0,0,0,0,0.0285189461308957,0.797350417192374,0,0.17413063667673,0,0,0,0,0,0,0,0,0,0,0,0.797350417192374
"225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999999999999,0,0,0,0,0.999999999999999
"226",0,0,0.968695145569149,0,0,0,0.0313048544308504,0,0,0,0,0,0,0,0,0,0,0,0,0.968695145569149
"227",0,0,0,0,0.00799364126579188,0.0103912566241263,0,0.0107238465947851,0.00669564245436814,0.964195613060928,0,0,0,0,0,0,0,0,0,0.964195613060928
"228",0,0,0,0.0140983862817992,0,0.020863757710134,0,0.0453707594728567,0,0,0.800689149424627,0.10706962641659,0,0,0,0.011908320693992,0,0,0,0.800689149424627
"229",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"230",0,0,0,0,0.102535614821492,0.795146865408881,0,0.0736505485635922,0,0.020837244375418,0,0,0,0,0,0,0,0,0.00782972683061667,0.795146865408881
"231",0,0,0,0,0,0.00174704611653168,0,0.980291150686638,0.01796180319683,0,0,0,0,0,0,0,0,0,0,0.980291150686638
"232",0.0535736758755051,0.326400391136698,0,0.421035234703591,0.0582012466742062,0.0757198498289775,0,0.0138330591153583,0.0512365426656645,0,0,0,0,0,0,0,0,0,0,0.421035234703591
"233",0,0,0,0,0,0,0.420286826723245,0,0,0,0,0,0,0,0,0,0.310650735521173,0.269062437755582,0,0.420286826723245
"234",0.105222794986595,0.324974734802005,0,0.332025961805829,0,0,0,0.230689320785395,0,0,0.00708718762017559,0,0,0,0,0,0,0,0,0.332025961805829
"235",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"236",0,0,0,0,0,0.730189266286526,0,0.269810733713474,0,0,0,0,0,0,0,0,0,0,0,0.730189266286526
"237",0.0360747124846352,0.0638466894869094,0,0.0778502265088983,0,0,0,0.0581836088553079,0,0,0.764044762664249,0,0,0,0,0,0,0,0,0.764044762664249
"238",0.02161091363365,0.563946810153208,0,0.414442276213143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563946810153208
"239",0,0,0.164795832720641,0,0.0728256402624873,0.714767410895031,0,0,0.00885754336067223,0.0145178495274172,0,0,0,0,0,0.0242357232337517,0,0,0,0.714767410895031
"240",0,0,0,0,0,0.88605221335667,0,0.11394778664333,0,0,0,0,0,0,0,0,0,0,0,0.88605221335667
"241",0,0,0,0,0.111764591167612,0.85317973505758,0,0.00402957523668776,0,0.0208317720272056,0,0,0,0,0,0,0,0,0.0101943265109141,0.85317973505758
"242",0,0,0.0816282232179616,0,0.0781670740436891,0.801214733073845,0.0163668074183654,0.0226231622461387,0,0,0,0,0,0,0,0,0,0,0,0.801214733073845
"243",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"244",0,0,0,0,0,0.703056430674787,0,0.296943569325213,0,0,0,0,0,0,0,0,0,0,0,0.703056430674787
"245",0,0,0,0,0.0252804320781423,0.974719567921857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974719567921857
"246",0,0,0,0,0.011760182932915,0.374355337211103,0.0153663168841894,0,0.00478486938436156,0,0.571626996870946,0,0,0,0,0,0,0,0.0221062967164851,0.571626996870946
"247",0,0.325970589461363,0,0.123416214598657,0,0,0,0.544383247971665,0,0,0.00622994796831425,0,0,0,0,0,0,0,0,0.544383247971665
"248",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"249",0,0,0.951612270516374,0.00458201547482175,0,0,0.0351410703994369,0,0,0,0,0,0,0,0,0.00866464360936682,0,0,0,0.951612270516374
"250",0,0,0.113000855022141,0,0.0599431647483665,0.793387156848073,0.0274352686529302,0,0,0,0,0,0,0,0,0,0,0,0.00623355472848927,0.793387156848073
"251",0,0,0,0,0.0540195940414632,0.806868520674496,0,0.139111885284041,0,0,0,0,0,0,0,0,0,0,0,0.806868520674496
"252",0.146780803002678,0.373423164738,0,0.479796032259322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479796032259322
"253",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"254",0,0,0,0,0,0.726494839616458,0,0.273505160383542,0,0,0,0,0,0,0,0,0,0,0,0.726494839616458
"255",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"256",0,0,0,0,0.0746719434046225,0.925328056595377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925328056595377
"257",0,0,0,0,0.0685622256091873,0.931437774390812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931437774390812
"258",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"259",0,0,0,0,0.0706686499249813,0.802030808809216,0,0.127300541265802,0,0,0,0,0,0,0,0,0,0,0,0.802030808809216
"260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993820358726756,0,0,0.00617964127324406,0,0.993820358726756
"261",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"262",0,0,0.549684844454617,0,0,0,0.238487161048755,0.211115400486744,0,0,0,0,0,0,0,0.000712594009883993,0,0,0,0.549684844454617
"263",0,0,0,0,0.0921430313356664,0.907856968664334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907856968664334
"264",0,0,0.966767676958035,0,0,0,0.0332323230419643,0,0,0,0,0,0,0,0,0,0,0,0,0.966767676958035
"265",0,0,0.758324859521385,0.00611801516095141,0,0,0.178147490469928,0.0206313114660222,0,0,0,0,0,0,0,0.00715844979109607,0.0296198735906183,0,0,0.758324859521385
"266",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"267",0.000538270539358406,0,0,0.00212589288829793,0,0,0.512775329582436,0.0490839903758268,0,0,0,0,0,0,0,0,0.176580962496066,0.258895554118015,0,0.512775329582436
"268",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"269",0,0,0,0,0.00782218478677304,0.992177815213227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992177815213227
"270",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"271",0,0,0,0,0,0.663732483769188,0,0.336267516230812,0,0,0,0,0,0,0,0,0,0,0,0.663732483769188
"272",0,0,0.561987726140511,0,0,0,0.348433476765181,0,0,0,0.00923325053561318,0,0,0,0,0,0.0803455465586952,0,0,0.561987726140511
"273",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"274",0,0,0,0,0.00137196119880071,0.0156347334544338,0,0,0.00580361584075323,0,0,0,0,0,0.977189689506012,0,0,0,0,0.977189689506012
"275",0,0,0,0,0.0362806422841711,0.852508031732444,0,0,0,0,0.0524842907288792,0,0,0,0,0,0,0,0.0587270352545054,0.852508031732444
"276",0.202670812535876,0.128334814547906,0,0.192109528343981,0,0,0,0.0681574792100298,0,0,0.408727365362207,0,0,0,0,0,0,0,0,0.408727365362207
"277",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"278",0.0351073235079019,0.329880657292001,0,0.0743640837035958,0.191997704346067,0.149706267178663,0,0.177431584768627,0.0415123792031456,0,0,0,0,0,0,0,0,0,0,0.329880657292001
"279",0.0454950671418064,0,0,0,0.10745896819929,0.00721173672416986,0,0.839834227934734,0,0,0,0,0,0,0,0,0,0,0,0.839834227934734
"280",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"281",0,0,0,0,0,0.83845567075499,0,0.16154432924501,0,0,0,0,0,0,0,0,0,0,0,0.83845567075499
"282",0,0,0,0,0.102728200532554,0.696782595221879,0.176751249874594,0,0,0.0180804869799254,0,0,0,0,0,0,0,0,0.00565746739104766,0.696782595221879
"283",0,0,0,0,0,0.708644001209795,0,0.291355998790205,0,0,0,0,0,0,0,0,0,0,0,0.708644001209795
"284",0,0.00305660208142244,0,0.00554961016858944,0,0,0.117415237028899,0.873978550721089,0,0,0,0,0,0,0,0,0,0,0,0.873978550721089
"285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"286",0,0,0,0,0.168710145492794,0.527574755205036,0,0.0564222929046876,0.0491132442747923,0.091797036946808,0.0901709291921489,0,0,0,0,0,0,0,0.016211595983734,0.527574755205036
"287",0.000923170018787367,0,0.163565971982967,0,0,0,0.416132307346311,0,0,0,0,0,0,0,0,0,0.352375972362512,0.0670025782894219,0,0.416132307346311
"288",0,0,0,0,0.0199672595400981,0.956719344574164,0,0.0233133958857382,0,0,0,0,0,0,0,0,0,0,0,0.956719344574164
"289",0.296157611366021,0.0372751335671381,0,0.188161363547615,0,0,0,0.471867179840506,0,0,0.00653871167872008,0,0,0,0,0,0,0,0,0.471867179840506
"290",0,0,0,0,0,0,0,0,0,0,0,0,0.142298589465546,0,0.857701410534453,0,0,0,0,0.857701410534453
"291",0,0,0,0.0180575993561748,0,0.223106362840706,0,0.113797862332578,0,0,0.636574665587723,0,0,0,0,0,0,0,0.00846350988281759,0.636574665587723
"292",0,0,0,0,0.037732928587023,0.930956859381793,0,0.0313102120311841,0,0,0,0,0,0,0,0,0,0,0,0.930956859381793
"293",0,0,0,0,0.105868808814267,0.790586797605377,0,0.0785876721579042,0,0.0249567214224512,0,0,0,0,0,0,0,0,0,0.790586797605377
"294",0,0,0,0,0.0228958146789621,0.977104185321038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977104185321038
"295",0,0,0,0,0.0676777862543973,0.838612880228403,0,0.0937093335172002,0,0,0,0,0,0,0,0,0,0,0,0.838612880228403
"296",0.000661226617952247,0,0.473240620914939,0.00688233027986701,0.0751657075311801,0,0.288628757372997,0.0282998874690026,0,0,0,0,0,0,0,0.0389811363198454,0.0881403334942164,0,0,0.473240620914939
"297",0.141776533590703,0.0270389597411813,0,0.0568616775565767,0.130979194719974,0.441904092384868,0,0.00429003218714019,0.106609595811741,0.0816638793285855,0,0.00887603467922935,0,0,0,0,0,0,0,0.441904092384868
"298",0,0,0,0,0,0.700994321703749,0,0.299005678296251,0,0,0,0,0,0,0,0,0,0,0,0.700994321703749
"299",0,0,0,0,0.00964491136127304,0.0796865810500869,0,0.127141837565423,0.0122606244384028,0.771266045584814,0,0,0,0,0,0,0,0,0,0.771266045584814
"300",0,0,0,0,0.220436427782601,0.733525914483315,0,0.0300770438817908,0,0.0159606138522928,0,0,0,0,0,0,0,0,0,0.733525914483315
"301",0,0,0.787408998307265,0,0.0296225617641182,0.130149232368059,0.0229424181293987,0,0.00777541660946702,0,0,0,0,0,0,0.0221013728216921,0,0,0,0.787408998307265
"302",0,0,0,0,0,0.696705412736166,0,0.226139575948246,0,0.0215464251270401,0,0,0.055608586188548,0,0,0,0,0,0,0.696705412736166
"303",0,0,0,0,0.0790608296612844,0.88256271293081,0,0.0263877376476359,0,0,0,0,0,0,0,0,0,0,0.0119887197602695,0.88256271293081
"304",0,0,0,0,0.0840560947718246,0.611553831967559,0.28677553079523,0.00294425526133731,0,0.0146702872040489,0,0,0,0,0,0,0,0,0,0.611553831967559
"305",0,0,0,0,0,0.940628534097835,0,0.0593714659021654,0,0,0,0,0,0,0,0,0,0,0,0.940628534097835
"306",0,0,0,0,0.010912153655138,0.187741960240642,0.639846145047235,0,0.0658659912256331,0.0119148126266272,0,0,0,0,0,0,0.0458027993834041,0.0379161378213209,0,0.639846145047235
"307",0.340227333332254,0.120386981254265,0,0.531560106144385,0,0,0.00782557926909685,0,0,0,0,0,0,0,0,0,0,0,0,0.531560106144385
"308",0,0,0,0,0.0816197883268101,0.91838021167319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91838021167319
"309",0,0,0.980888115642744,0,0,0,0.0191118843572561,0,0,0,0,0,0,0,0,0,0,0,0,0.980888115642744
"310",0.0537431119592262,0.509516038886418,0,0.436740849154356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509516038886418
"311",0,0,0,0,0.0698077052936698,0.840129483070974,0.0900628116353562,0,0,0,0,0,0,0,0,0,0,0,0,0.840129483070974
"312",0,0,0.174927756236903,0.00392468542805224,0.0931156192537252,0.661845029418781,0,0.00304275853608234,0.0398765084089347,0,0,0,0,0,0,0.0232676427175209,0,0,0,0.661845029418781
"313",0,0,0.00579245040005894,0,0,0,0.0202165324921974,0.973991017107744,0,0,0,0,0,0,0,0,0,0,0,0.973991017107744
"314",0,0,0,0,0.0388731041869278,0.904740680651562,0,0.05638621516151,0,0,0,0,0,0,0,0,0,0,0,0.904740680651562
"315",0,0,0,0,0.0224249417239521,0.977575058276048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977575058276048
"316",0,0,0,0,0.0924783245950253,0.860409329108799,0,0,0,0,0.00664759427453581,0,0,0,0,0,0,0,0.0404647520216398,0.860409329108799
"317",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"318",0,0,0,0,0.0219742227820623,0.854648489107774,0,0,0,0,0,0,0,0,0,0,0,0,0.123377288110163,0.854648489107774
"319",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"320",0,0,0.959807653645885,0,0,0,0.0401923463541154,0,0,0,0,0,0,0,0,0,0,0,0,0.959807653645885
"321",0.0183301758904747,0.337245054574665,0,0.0249485271536411,0.00650586917146806,0.07556788478767,0,0.502210304865141,0.0280198474778304,0,0.00717233607910954,0,0,0,0,0,0,0,0,0.502210304865141
"322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"323",0,0,0,0,0.0517509524444052,0.948249047555595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948249047555595
"324",0,0,0,0,0.091794691013415,0.908205308986585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908205308986585
"325",0,0,0,0,0,0,0.665257040022219,0.0547383108262426,0,0,0,0,0,0,0,0,0.110370704987034,0.169633944164504,0,0.665257040022219
"326",0,0,0,0,0,0.719551675019428,0,0.266965149659024,0,0.0134831753215486,0,0,0,0,0,0,0,0,0,0.719551675019428
"327",0,0,0.937526167299397,0,0,0,0.0624738327006027,0,0,0,0,0,0,0,0,0,0,0,0,0.937526167299397
"328",0.0005712903224533,0,0,0,0.0263982040564071,0.098373971304396,0.571147295409269,0.00331079284614772,0,0.0106995724280841,0,0,0,0,0,0,0.131088172464651,0.158410701168592,0,0.571147295409269
"329",0,0,0,0,0,0.0028827372280094,0.00332963482227183,0,0,0.00816563578535953,0,0,0,0,0.985621992164359,0,0,0,0,0.985621992164359
"330",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"331",0,0,0,0,0,0.770810524210103,0,0.229189475789897,0,0,0,0,0,0,0,0,0,0,0,0.770810524210103
"332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"333",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"334",0,0,0,0,0.0965561958140356,0.62525075384163,0,0.247494092626148,0,0.0242084284049495,0,0,0,0,0,0,0,0,0.00649052931323678,0.62525075384163
"335",0,0,0,0,0.113648613467082,0.886351386532918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886351386532918
"336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"337",0,0,0.955489846402013,0,0,0,0.0445101535979874,0,0,0,0,0,0,0,0,0,0,0,0,0.955489846402013
"338",0,0,0.393851322764532,0,0,0,0.39250631372077,0,0,0,0,0,0,0,0,0,0.187401831143622,0.026240532371077,0,0.393851322764532
"339",0,0,0,0,0.0646858502048052,0.935314149795195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935314149795195
"340",0,0,0,0,0.131118611869375,0.64915630041088,0,0.148185607736375,0.0224536370288307,0.0401182496427847,0,0,0,0,0,0,0,0,0.00896759331175446,0.64915630041088
"341",0.105324600551144,0.205812884546778,0,0.223332181516434,0.299801210526404,0.087980867435263,0,0.0509711117501718,0.026777143673806,0,0,0,0,0,0,0,0,0,0,0.299801210526404
"342",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"343",0,0,0,0,0.0178825821715414,0.848877645996523,0,0.0226192956413441,0,0,0,0,0,0,0.110620476190591,0,0,0,0,0.848877645996523
"344",0,0,0.396813425370495,0,0,0,0.572141537442094,0,0,0,0,0,0,0,0,0,0.0310450371874116,0,0,0.572141537442094
"345",0,0,0,0,0,0.0271412774028467,0,0.00997877868988262,0.00780172153665286,0.00782399847790687,0,0,0.947254223892711,0,0,0,0,0,0,0.947254223892711
"346",0.200797871576358,0.237171961428753,0,0.562030166994889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562030166994889
"347",0,0,0,0,0.0333337145372978,0.809231766162182,0,0.15743451930052,0,0,0,0,0,0,0,0,0,0,0,0.809231766162182
"348",0.0467658267715175,0.203842797591959,0,0.0871221441883843,0.181016351612096,0.18692841902768,0.107532746930336,0.0621420090921474,0.0905588698122256,0.00683858664176826,0,0,0,0,0,0,0.0272522483318864,0,0,0.203842797591959
"349",0,0,0.782629579019812,0.00556305831479896,0,0,0.125733901009425,0,0,0,0,0,0,0,0,0,0.0860734616559645,0,0,0.782629579019812
"350",0,0,0,0,0,0.929554474738796,0,0.0704455252612035,0,0,0,0,0,0,0,0,0,0,0,0.929554474738796
"351",0,0,0,0,0.118259119076951,0.875900522863802,0,0,0,0,0,0,0,0,0,0,0,0,0.00584035805924751,0.875900522863802
"352",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"353",0.0156504933139622,0.0897656229034368,0.0233124182846198,0.0173641070362242,0.00963914515898867,0.0796339842921471,0.0226605219021292,0.703130008023992,0.0295359058079538,0,0.00807245724852436,0,0,0,0,0.00123533602802189,0,0,0,0.703130008023992
"354",0,0,0,0,0.0698890335281803,0.547245639331237,0.338010509402347,0.00257850107229413,0,0.0136592723592526,0,0,0,0,0,0,0.0286170443066895,0,0,0.547245639331237
"355",0,0,0,0,0,0.77764308402121,0,0.22235691597879,0,0,0,0,0,0,0,0,0,0,0,0.77764308402121
"356",0,0,0,0,0.0797095407857163,0.531857220188102,0.276931295114732,0.00327074715296962,0.0425465469317614,0.024780743017491,0,0,0,0,0,0,0.0346739421473462,0,0.00622996466188126,0.531857220188102
"357",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"358",0.0114019710776365,0,0,0,0.46747032330826,0.014140203774703,0,0.503846653743642,0,0,0.00314084809575912,0,0,0,0,0,0,0,0,0.503846653743642
"359",0,0,0,0,0.0334935410862978,0.874484400989604,0.0172453428178334,0,0.0747767151062644,0,0,0,0,0,0,0,0,0,0,0.874484400989604
"360",0,0,0,0,0.122900472019292,0.787183823402666,0.0727331307039972,0.00315602046027174,0,0.014026553413773,0,0,0,0,0,0,0,0,0,0.787183823402666
"361",0,0,0,0,0,0.961086354862808,0,0.0389136451371917,0,0,0,0,0,0,0,0,0,0,0,0.961086354862808
"362",0,0,0,0.0126342839329868,0,0.0121269828238521,0,0.229305530589709,0,0,0.745933202653453,0,0,0,0,0,0,0,0,0.745933202653453
"363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"364",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"365",0,0,0,0,0.0644978135268433,0.790537459125181,0,0.108413672833966,0,0.0365510545140094,0,0,0,0,0,0,0,0,0,0.790537459125181
"366",0,0,0,0,0.13508464140748,0.86491535859252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86491535859252
"367",0.0253401234197827,0.00588684092956949,0,0.012523785071252,0.187345295337309,0.613494812298377,0,0.0199175694789486,0.0814524710189913,0.0540391024457702,0,0,0,0,0,0,0,0,0,0.613494812298377
"368",0.00782541653704251,0.603506540934738,0,0.350697023946338,0,0.0167537288038421,0,0.0212172897780403,0,0,0,0,0,0,0,0,0,0,0,0.603506540934738
"369",0,0,0,0,0,0.160755699655236,0.0244384442078575,0.491298086439909,0,0,0.313907920395611,0,0,0,0,0,0,0,0.00959984930138561,0.491298086439909
"370",0,0,0,0.0166755789393249,0.15336537738344,0.062768057619719,0,0.147600541272267,0,0,0.619590444785249,0,0,0,0,0,0,0,0,0.619590444785249
"371",0,0,0,0,0.0321662590507891,0.334951279931218,0.0809784113575067,0,0,0,0,0,0,0,0.551904049660486,0,0,0,0,0.551904049660486
"372",0,0,0,0,0.0933567725815617,0.69067975528604,0,0.199994310146395,0,0.0159691619860034,0,0,0,0,0,0,0,0,0,0.69067975528604
"373",0.0352195806197416,0,0,0.00600607178138816,0,0,0,0.95877434759887,0,0,0,0,0,0,0,0,0,0,0,0.95877434759887
"374",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"375",0,0,0.974339352779059,0,0,0,0,0,0,0,0,0,0,0,0,0.0256606472209411,0,0,0,0.974339352779059
"376",0,0,0,0,0.0820379266756012,0.705546035831826,0,0.203164200005528,0,0,0,0,0,0,0,0,0,0,0.00925183748704374,0.705546035831826
"377",0,0,0,0,0.0268340574636123,0.951991726096146,0,0.0211742164402413,0,0,0,0,0,0,0,0,0,0,0,0.951991726096146
"378",0.0106175868773118,0,0,0,0.276458264730498,0.163906208298504,0,0.218070008226738,0.327432728740567,0.00351520312638231,0,0,0,0,0,0,0,0,0,0.327432728740567
"379",0,0,0,0,0,0.999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999999999999
"380",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"381",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"382",0,0,0,0.0124255354784106,0,0,0,0.376773620914621,0,0,0.610800843606968,0,0,0,0,0,0,0,0,0.610800843606968
"383",0,0,0,0,0,0,0,0.691195312111366,0,0.308804687888634,0,0,0,0,0,0,0,0,0,0.691195312111366
"384",0.0117468670246417,0,0.545268088997764,0.0049250331453042,0.215672484292425,0.00990309480076568,0.0783505485573995,0.0554259605992484,0,0,0,0,0,0,0,0.0559448882176773,0.0227630343647738,0,0,0.545268088997764
"385",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"386",0,0,0.79010090857632,0.00401121370406453,0,0.0413479416742514,0.097232735008664,0,0.0129240732211811,0,0,0,0,0,0,0.0296568935739298,0.0247262342415889,0,0,0.79010090857632
"387",0,0,0,0,0.0569013124258435,0.494671696102984,0.348270825827145,0.100156165644027,0,0,0,0,0,0,0,0,0,0,0,0.494671696102984
"388",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"389",0,0,0,0,0.00583051266224304,0.917467232180601,0,0.0349477442501265,0.0417545109070297,0,0,0,0,0,0,0,0,0,0,0.917467232180601
"390",0,0,0,0,0,0,0.247353146685481,0.218732937540073,0,0,0.180991627290389,0,0,0,0,0,0.124385287254185,0.228537001229873,0,0.247353146685481
"391",0,0,0.86689326123815,0,0,0,0.0966366333734503,0.0320561283606383,0,0,0.00441397702776138,0,0,0,0,0,0,0,0,0.86689326123815
"392",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
