,Astro,CA1,CA1-ProS,CA2-IG-FC,CA3,CR,CT SUB,Car3,DG,Endo,L2 IT ENTl,L2 IT ENTm,L2 IT PAR,L2_3 IT APr,L2_3 IT CTX,L2_3 IT ENTl,L2_3 IT HATA,L2_3 IT PPP,L2_3 IT ProS,L2_3 IT RSP,L2_3 IT RSPv,L3 IT ENTl,L3 IT ENTm,L4 RSP-ACA,L4_5 IT CTX,L5 IT CTX,L5 IT TPE-ENT,L5 NP CT CTX ,L5 NP CTX,L5 PPP,L5 PT CTX,L5_6 IT CTX,L6 CT CTX,L6 IT CTX,L6 IT ENTl,L6b CTX,L6b_CT ENT,Lamp5,Lamp5 Lhx6,Meis2 HPF,Micro-PVM,NP PPP,NP SUB,Ndnf HPF,Oligo,Pax6,Pvalb,SMC-Peri,SUB,SUB-ProS,Sncg,Sst,Sst Chodl,Vip
296,5.545853e-10,2.4321503e-08,4.595045e-09,4.8242894e-09,1.65345e-08,1.8684213e-08,6.647816e-09,2.850658e-08,0.008342145,4.254242e-10,1.1634637e-08,3.4688824e-08,8.435757e-08,1.1760402e-08,1.15646905e-08,0.026930328,4.452622e-08,1.8622396e-07,2.8621834e-08,7.341629e-07,0.011307239,0.004325449,0.0018440653,1.5772255e-08,0.15551293,8.22498e-09,0.04467287,9.074589e-09,0.010616901,1.6184265e-08,5.2598588e-09,6.630587e-09,2.6181441e-09,1.6569448e-08,3.5903053e-08,3.1376788e-09,5.4212377e-09,1.5300214e-09,0.0074058464,0.013439961,2.6212527e-10,4.2611594e-09,1.1974777e-08,0.054432318,4.5027523e-10,0.03882357,0.36139533,1.2240081e-09,4.6613433e-09,5.2745315e-09,3.2335055e-07,2.3478857e-09,7.399729e-10,0.2609494
297,3.8345782e-10,5.05683e-09,5.0153925e-09,1.6365898e-09,7.028005e-09,1.7215239e-09,6.6534245e-09,1.739053e-09,0.062153727,3.0774877e-10,6.185345e-09,2.199334e-06,3.7339154e-09,3.555063e-09,1.8912052e-09,5.727656e-09,6.424745e-09,6.008104e-09,9.14785e-09,2.7123546e-09,4.568485e-09,6.92837e-09,7.349203e-09,4.608318e-09,1.7025534e-09,2.17813e-09,2.5876483e-09,1.3975887e-08,0.1528571,0.0005824196,1.5242161e-08,1.4970575e-09,2.5707896e-09,1.9909987e-09,7.495252e-09,5.5504192e-09,5.2136957e-09,0.06018999,0.040838305,0.01375671,1.7634125e-10,0.013595483,8.150072e-09,0.025069548,2.821138e-10,1.3397434e-08,0.08144186,6.860095e-10,0.0072578946,9.223793e-08,8.502254e-09,0.23768827,2.8990759e-09,0.30456632
298,0.0753324,0.0069426782,2.1208242e-08,0.0056804763,9.970626e-09,0.024165487,6.947467e-09,1.5058527e-08,0.0062647625,0.0020728556,2.4479887e-09,2.7651756e-08,1.4106987e-08,1.6781136e-08,0.11326984,3.110509e-08,1.0198702e-08,0.06789856,0.014108408,1.4651279e-08,5.0729185e-09,3.4219813e-08,8.152964e-09,1.2609444e-08,0.21138193,3.5921244e-09,2.37451e-09,1.4079085e-08,2.5193065e-09,1.4257016e-08,4.7232622e-09,5.5166383e-09,2.7200995e-09,4.1347286e-09,0.021947108,1.3675385e-09,4.1543564e-09,6.510538e-10,2.7945994e-09,0.019392796,3.576024e-05,4.034806e-09,9.10454e-09,0.014023479,0.110387184,1.5496532e-08,5.896459e-09,0.009363921,0.0025977124,2.8110351e-08,2.779958e-07,7.7159196e-10,4.442843e-10,0.29513416
299,3.105194e-10,2.3721838e-09,2.577826e-09,1.4241544e-09,5.5550786e-09,4.5484203e-08,5.7836043e-09,1.1639786e-09,0.057770535,3.9825604e-10,4.730419e-09,5.5239417e-09,1.9809954e-09,2.90716e-09,9.954738e-10,7.359451e-09,2.1298932e-09,5.9464935e-09,2.101585e-09,2.2046527e-09,7.334046e-09,2.6922686e-09,2.622849e-09,2.8494545e-09,1.1131427e-09,1.0014297e-09,1.2665594e-09,2.577929e-09,2.2184228e-09,0.009770878,1.5093352e-09,9.046794e-10,8.990381e-10,1.2418843e-09,1.5216227e-09,8.77354e-10,1.4062839e-09,1.4762614e-08,2.498429e-07,0.013033364,2.0126589e-10,2.693152e-09,4.905842e-09,0.101830184,2.2384547e-10,8.256991e-06,0.2342814,1.7889588e-09,6.8687083e-09,2.911552e-09,0.16053598,0.13911012,0.04703457,0.23662435
300,4.3132234e-10,1.1727708e-08,5.545533e-09,4.4026534e-09,0.0027616022,1.33751765e-08,1.0872702e-08,0.28098863,0.12050411,3.446846e-10,1.1096623e-08,0.00267371,1.1986965e-08,4.6091113e-08,4.3467567e-09,0.0041945,2.4482532e-08,0.00965594,5.9067567e-08,1.0454992e-08,0.014556522,1.138784e-08,0.0071582845,4.643538e-09,3.3020766e-09,3.0549885e-09,9.413573e-09,6.9344392e-09,1.0733415e-08,1.0860834e-05,8.503131e-09,2.8318154e-09,2.4799265e-09,4.667856e-09,0.0036009937,1.0316607e-08,7.607051e-09,1.0487896e-08,0.010664402,0.001366381,2.3452607e-10,0.032667477,4.9506202e-08,0.07185142,3.3862277e-10,0.010289214,0.12768216,5.430639e-10,1.3953692e-08,1.1991494e-08,1.5989813e-09,0.29932857,4.4946126e-05,9.239993e-10
301,2.410101e-10,0.019212773,0.098656364,2.7713751e-09,4.4839994e-09,1.0783754e-09,1.080626e-08,2.432625e-09,3.8605297e-09,1.780765e-10,0.013055756,3.6227668e-08,0.0004976474,1.826532e-08,2.7311978e-08,0.05076458,1.3828126e-08,0.00921084,0.0046821963,9.897996e-09,4.7013904e-09,0.004132523,0.0022665458,0.053874753,0.26886618,0.26812315,0.10356461,3.494347e-07,4.4161744e-08,5.156517e-09,0.0071541714,0.087145366,8.299434e-09,6.293684e-09,3.320169e-09,2.0592514e-09,0.0023102143,4.0654644e-10,6.937113e-10,1.137066e-09,1.3735212e-10,5.6427407e-08,6.39007e-09,8.262565e-10,1.3364526e-09,1.0453708e-09,5.7573085e-10,4.795992e-10,2.2834591e-08,0.0064816917,5.4847316e-10,4.2883835e-10,2.6236327e-10,3.9272713e-10
302,3.6206968e-10,7.661847e-09,7.0246706e-09,5.7887397e-09,3.40599e-09,0.012573333,0.035100296,3.644328e-09,6.411031e-09,2.4575456e-10,0.01866934,9.6073425e-09,1.0742918e-08,3.7319103e-09,6.506576e-09,1.4669371e-08,5.3792855e-09,8.878815e-09,5.301148e-09,0.034145094,0.039799254,2.4869506e-08,0.040212594,0.004372084,0.084677115,5.486122e-07,0.0132081285,5.4754842e-08,0.037448775,6.369208e-09,1.3704648e-08,0.073325634,0.27141038,1.2527077e-08,3.5192385e-09,4.4545803e-09,6.820659e-09,1.0863861e-08,0.020246394,0.005220739,1.5063376e-10,1.4479843e-08,1.3206262e-08,0.007847436,2.502348e-10,0.0052056806,0.29561386,7.750789e-10,4.934636e-09,6.208697e-09,1.2546068e-09,3.1820313e-09,0.00092311203,6.4990185e-10
303,5.2116256e-10,1.3868382e-09,1.937326e-09,1.116654e-09,1.1610412e-09,1.8861452e-09,0.0041922964,1.421898e-09,2.5191635e-09,2.7554092e-10,2.4448497e-09,6.552784e-09,2.5161984e-09,2.021837e-09,9.824046e-10,4.0995567e-09,2.3276827e-09,6.0174212e-09,2.3576894e-09,1.6763383e-09,8.811943e-09,4.4065858e-09,8.416346e-09,2.57289e-09,1.0155506e-09,1.5583436e-09,1.0850617e-09,0.0032218818,4.145888e-08,3.4982673e-08,3.7957477e-09,1.1180457e-09,2.185895e-09,1.0484213e-09,1.4425442e-09,1.7388961e-08,2.649716e-09,3.1827336e-09,7.415629e-08,0.011176796,1.5807916e-09,1.12443864e-07,1.6307936e-08,0.13596395,2.3710067e-10,0.013939684,0.08716945,1.1418838e-09,5.2160543e-09,4.2546677e-09,0.22635816,0.22828653,0.060163315,0.22952746
304,3.894244e-10,2.149883e-07,3.588655e-08,2.2036882e-07,0.0021684351,0.0017187732,0.015426708,4.6036677e-09,0.0029493098,3.214813e-10,0.009881866,2.3288539e-08,5.677077e-09,0.0001625304,4.8848388e-09,7.2938033e-09,1.4242554e-08,0.0076697753,5.505305e-09,7.136404e-09,0.027340585,5.4427702e-09,8.963716e-09,0.018418616,4.7496713e-09,8.612592e-09,0.00018545803,0.019322036,1.3118255e-08,1.3440206e-08,0.26273054,1.0246014e-08,3.39779e-08,0.097757526,9.187202e-09,5.280413e-09,1.2150305e-08,0.029226733,0.020116972,0.014760501,5.9446447e-05,6.3799956e-09,2.1973e-08,0.081032604,5.556165e-10,0.100390844,0.015824433,9.832135e-10,7.892696e-08,1.9245043e-08,7.576596e-09,0.26959357,0.003262093,1.0935824e-09
305,2.6369948e-10,0.028151233,5.3027716e-09,2.0230864e-08,4.0741566e-09,0.0018478666,0.056978058,1.17362715e-05,8.705067e-09,2.8669847e-10,5.1527667e-09,3.7131205e-09,1.7538731e-08,5.670587e-09,1.7356882e-08,1.103011e-08,5.5882983e-09,8.328074e-09,6.153142e-09,0.100874975,8.900518e-09,9.80971e-08,0.0030098287,1.5761246e-07,0.28377798,0.08549848,0.013616858,1.8278834e-07,0.009762511,6.745101e-09,6.1545156e-09,0.03112628,0.28095692,1.6084815e-08,6.3243464e-09,1.07858575e-08,0.0023180675,4.421172e-09,0.005398649,0.0040938132,1.7373479e-10,1.5411539e-08,0.0023388246,0.0068401466,2.6501776e-10,1.25729755e-08,0.017512241,1.0604879e-09,1.0669324e-08,6.4704033e-09,1.9159858e-09,0.06588497,7.817016e-09,8.349491e-10
306,0.005852621,9.415144e-09,1.4850356e-08,2.8442595e-09,1.0532004e-07,0.00014203522,0.0011449541,7.389257e-09,5.080211e-07,2.8804567e-10,1.2177757e-08,0.011204638,4.567406e-09,4.5670925e-09,2.9317655e-09,6.843303e-09,4.5697963e-08,0.028634392,8.298515e-09,3.981328e-09,0.112128854,3.9527567e-08,3.2752485e-08,0.010088136,2.6170939e-09,4.6712305e-09,2.6079945e-07,5.022122e-09,2.6178704e-09,2.17447e-08,4.359573e-09,9.158683e-09,7.695341e-09,0.13270259,0.017738024,3.2137988e-09,0.028844945,0.10469688,0.086373836,3.2494674e-05,2.842677e-10,3.1880896e-09,7.05915e-09,0.06444604,1.9545673e-10,0.042960312,1.4971924e-08,2.6678924e-07,0.0053667063,0.003080714,0.1556555,8.2507723e-10,5.9197713e-10,0.1889049
307,7.688069e-10,0.015895197,8.271083e-09,5.531066e-09,7.58502e-09,5.5755898e-09,6.359625e-09,9.0014176e-08,0.27482915,3.6333955e-10,1.5892093e-08,8.07203e-09,1.1414323e-08,2.6922619e-08,0.008171531,1.5612265e-08,5.595053e-09,0.009721687,0.015493505,0.065255865,1.5862067e-08,4.5046296e-08,2.859028e-05,0.013684923,0.4400677,0.044909194,1.1107312e-08,6.34994e-09,3.3353065e-09,3.0394158e-09,4.2805537e-09,0.09908286,4.0899315e-09,2.9582655e-08,0.012853343,1.9600597e-09,1.5272763e-08,7.254731e-10,1.3873828e-09,1.897613e-09,6.127814e-06,4.2678483e-09,3.852439e-09,1.3824273e-09,4.75968e-10,1.946029e-09,1.5717013e-09,6.991013e-10,3.916936e-09,4.022743e-09,1.0546191e-09,8.1811286e-10,4.725339e-10,6.8532585e-10
308,1.8450695e-10,1.9923763e-09,2.9531204e-09,1.0228136e-09,1.6914037e-09,0.0017313503,0.00054852257,3.1867073e-09,2.3671443e-09,2.127615e-10,4.2285664e-09,0.03402081,8.171313e-09,3.1769034e-09,1.1862502e-09,5.68512e-09,3.2546925e-09,6.5211165e-09,4.4381765e-09,2.3176057e-09,8.11728e-09,7.928367e-09,1.3660878e-08,5.611796e-09,1.1016041e-09,1.0612022e-09,1.778904e-09,1.22347315e-08,1.5314505e-08,2.34531e-08,4.307963e-09,7.8587997e-10,9.631861e-10,1.0958859e-09,3.1653813e-09,2.3142595e-09,1.6132209e-09,3.3551388e-09,1.1852933e-07,0.06308905,1.14990656e-10,0.029736474,0.007931841,0.19917709,2.1511555e-10,6.679965e-05,0.2236163,3.762839e-10,4.6450195e-09,6.094275e-09,3.561876e-09,0.22614063,0.21394075,4.494832e-09
309,6.7413053e-10,1.9334408e-08,3.7082297e-09,1.9397908e-09,0.010513253,0.0072704917,6.389722e-09,2.7605307e-07,1.3283486e-08,1.6940999e-10,8.192024e-08,2.686671e-08,6.9109416e-09,5.562203e-09,0.109038025,1.7913287e-08,3.9344297e-09,4.4870475e-08,4.198383e-09,0.060471408,0.028077483,8.3038305e-09,5.1661036e-08,6.8603137e-09,1.1861892e-08,8.878483e-09,1.0308723e-08,0.1309597,0.20251848,4.3470962e-08,0.0028621696,1.9501138e-08,4.2042605e-09,6.6961263e-09,9.799038e-09,0.01924167,3.825277e-09,1.1410449e-09,7.1453465e-09,0.0136401635,2.5346897e-10,0.031339545,0.08900018,0.028932545,3.5090747e-10,0.006863473,0.0042136614,4.3752668e-10,1.068799e-08,8.590917e-09,1.1848355e-09,0.20309165,0.051965404,5.8430843e-10
310,3.678565e-10,1.8915298e-09,8.202864e-09,2.0946611e-09,2.502668e-09,1.3124828e-09,1.3678623e-08,1.0013311e-09,2.2085722e-09,2.5104496e-10,4.369777e-09,0.021363733,4.246387e-09,2.225627e-09,1.5259413e-09,1.767688e-09,2.3560223e-09,6.176469e-09,2.3158464e-09,6.4475114e-09,0.033510022,2.8008664e-09,2.235446e-09,0.016106255,1.783046e-09,4.5391837e-09,2.0829043e-09,7.3001987e-09,0.010894349,0.0032856544,0.022228653,2.158545e-09,2.6293572e-09,2.0273654e-09,1.8156802e-09,2.6865352e-09,1.906011e-09,0.23073146,0.22745699,0.015044333,1.4529812e-10,1.7946845e-09,0.003244682,0.06122337,2.26919e-10,0.09003083,0.23153152,7.916848e-10,0.0058537265,8.9558965e-09,3.3688412e-09,1.5097135e-07,0.027494323,8.964387e-10
311,5.383103e-10,5.00672e-08,6.9406507e-09,8.111689e-09,5.909827e-09,1.4698123e-09,2.0405784e-08,5.139992e-09,0.028107213,3.323504e-10,0.023852251,5.479267e-09,8.009063e-09,8.226803e-09,0.22573228,1.28126505e-08,2.1243162e-08,1.94488e-08,4.848109e-09,1.1331977e-08,0.02246365,9.951289e-09,1.5534873e-08,1.3278028e-08,7.710136e-09,1.3348059e-08,0.0042858664,0.124827296,0.3545349,9.639051e-09,1.5064062e-08,0.09060946,0.041464664,0.07299794,1.0896591e-08,0.0106235575,2.0897495e-08,5.529711e-10,9.59248e-10,1.8811805e-09,1.6040547e-10,0.00047312144,2.74925e-05,1.3644689e-09,3.7943046e-10,1.2156598e-09,9.008579e-10,8.09333e-09,1.3713355e-08,5.4413736e-09,8.0130985e-10,6.60313e-10,3.9426992e-10,5.7649135e-10
312,1.8801792e-10,0.017743392,4.676692e-09,3.5555756e-09,5.026134e-09,5.9506298e-09,7.171858e-09,2.3004697e-08,6.7749366e-09,2.0255486e-10,1.2714714e-08,7.209252e-09,1.4652664e-08,0.0083073,0.21082944,0.06205533,2.830646e-08,0.029007902,8.795048e-09,0.010979559,3.4108997e-08,0.0024934758,0.007491181,0.0070514716,0.21026032,6.389041e-08,0.097659454,0.050345846,0.21197878,5.624534e-09,2.8859201e-08,2.3952756e-08,5.5335074e-09,0.031785168,0.009544853,0.005563273,1.5691535e-08,3.9674455e-10,8.312475e-10,2.3791114e-09,1.4897235e-10,8.09938e-09,0.026902953,1.1420911e-09,2.2087178e-10,1.2356016e-09,7.7109713e-10,3.6014e-10,6.7652133e-09,7.480986e-09,6.243977e-10,5.724437e-10,2.718109e-10,4.0574386e-10
313,5.3439597e-10,5.540695e-09,1.2538852e-08,5.5064926e-09,4.3192223e-09,2.297938e-09,0.048434906,2.4827824e-09,6.919394e-09,3.6411585e-10,7.313822e-09,1.3839685e-08,1.9446176e-08,1.3411495e-08,3.102249e-09,9.08292e-09,1.2960497e-08,3.5109732e-08,1.7769246e-08,4.0163104e-09,1.20654695e-08,1.4396964e-08,1.3686175e-08,7.736722e-09,3.0509157e-09,4.3806465e-09,4.4259525e-09,0.02602606,7.3549495e-09,2.4440476e-07,0.24171261,3.177934e-09,3.0763044e-08,4.457392e-09,5.3994214e-09,5.4919864e-09,1.5586261e-08,0.1004842,0.04012263,0.00304179,2.558091e-10,5.0928635e-09,1.1845912e-08,0.031733118,4.94121e-10,0.04999118,0.4486611,8.2277374e-10,3.9659273e-05,0.009752213,2.9586824e-09,3.2649832e-09,1.4973182e-09,1.4369457e-09
314,9.13121e-10,1.2514924e-08,3.4908447e-09,0.0062168334,1.2746903e-08,0.007072129,3.620797e-09,6.768906e-09,0.00456352,5.0404433e-05,1.2446023e-08,6.869497e-09,0.008395206,2.978934e-09,6.732339e-09,6.3302505e-09,2.3050974e-08,1.0396034e-08,3.2315144e-09,0.027036019,0.017415816,0.001638423,2.5774855e-07,0.018189726,0.21277913,0.0047468934,0.07221024,2.943813e-09,5.0424154e-09,3.1716023e-09,2.7337286e-09,0.08449154,2.3309514e-09,4.2812225e-09,2.5058566e-09,1.3244749e-09,2.336861e-09,0.07959103,1.1192912e-09,8.8182315e-09,6.695431e-10,2.1819386e-09,4.316768e-09,4.739728e-09,2.2270139e-10,1.2210809e-09,2.9878309e-09,0.00066727254,3.6718646e-09,3.3106022e-09,0.014801789,0.044150535,0.21575235,0.1802307
315,4.0868056e-10,0.0040018745,1.492519e-08,9.984261e-09,8.650215e-09,1.8555794e-09,1.1370425e-08,0.0008812932,3.5647723e-09,3.244364e-10,3.4953228e-08,1.2398594e-05,6.340961e-08,2.4108033e-08,0.047953185,1.9157207e-08,7.0068307e-09,1.2154957e-08,8.29706e-09,0.0955195,2.0052113e-08,3.410659e-08,2.5116202e-08,0.009382882,0.22002769,1.125022e-07,4.7862795e-08,5.134926e-09,3.6550656e-09,2.8054139e-08,1.8985814e-07,0.08621686,1.1192118e-08,0.19207634,3.1432368e-08,0.34014073,1.6293116e-08,5.609639e-10,1.0754517e-09,2.027394e-09,2.184989e-10,1.0120609e-07,6.055202e-09,1.7414576e-09,3.0737826e-10,1.4170408e-09,1.0907283e-09,5.791711e-10,0.0037863716,7.9014626e-08,7.4200196e-10,6.7189637e-10,3.7598114e-10,5.157606e-10
316,6.6715306e-10,0.0026308224,6.664413e-09,4.538523e-09,4.8549197e-08,1.0003143e-09,9.712236e-09,6.9922277e-09,0.013467872,3.3272438e-10,2.099931e-08,0.008644824,2.0652566e-08,1.4216303e-08,0.3437346,5.205771e-06,0.004263157,0.01798747,0.0004995738,1.5558232e-08,4.835938e-09,1.7373097e-08,3.177253e-08,0.010497378,1.7897701e-08,6.316895e-09,3.97813e-09,5.4043507e-09,5.0763096e-09,2.7855739e-08,0.02031464,6.167476e-09,5.5534812e-09,1.2194335e-08,0.016711436,4.803336e-09,0.14727671,0.02444406,0.008564911,0.002534819,2.9729885e-10,0.009905079,5.4606297e-09,0.020412296,3.5265166e-10,0.01632469,0.071617156,6.4251093e-10,0.02058331,0.011810046,8.260754e-09,0.06353707,2.8763067e-09,0.16423267
317,1.0383472e-09,6.0093903e-09,4.8620254e-09,2.0877202e-08,3.3793777e-09,0.0031886245,0.011900036,4.0236503e-09,0.0058794147,3.3715394e-10,1.3662118e-08,3.1469751e-09,7.1964217e-09,1.0345795e-08,4.34377e-09,0.009200882,1.8382492e-08,0.004173666,3.9199315e-09,4.867052e-08,0.03847196,2.5445838e-06,0.06248721,0.025046073,0.12006184,0.034903694,0.0071047107,0.021061672,1.6101461e-07,2.197267e-08,1.1145542e-08,1.1519917e-08,4.7354947e-09,4.883825e-09,2.9396834e-09,3.3504801e-09,5.2689764e-09,1.0136113e-09,3.2567993e-08,0.020766253,1.8584942e-10,3.977862e-09,2.2466459e-08,0.058508392,2.9209232e-10,4.6175064e-09,0.005364855,1.4052466e-09,9.11675e-09,5.2966653e-09,0.24427462,1.1045888e-09,5.839503e-10,0.32760313
318,1.5834077e-10,3.027335e-08,0.004497742,5.6894125e-09,2.6573517e-09,1.1793755e-08,2.7949353e-08,2.311383e-09,5.7143548e-09,1.7194891e-10,8.022698e-09,4.192422e-09,4.790923e-07,7.370936e-08,0.20294382,0.010437768,6.2421774e-09,1.6124842e-08,4.4545088e-09,0.053345237,3.2340502e-08,3.4509345e-08,1.8450723e-07,0.015494774,1.2521589e-08,0.030290343,0.014169072,0.042384755,4.88368e-09,0.018970748,0.20509224,0.036902465,0.17615706,9.803687e-09,3.1290097e-09,2.9792633e-09,7.562673e-09,5.911889e-10,6.1673796e-07,0.00586315,1.06245075e-10,1.0916664e-08,7.306748e-09,3.3244945e-09,1.740727e-10,0.0030860547,0.122986555,3.812739e-10,0.018807448,0.03856924,8.0781876e-10,6.775841e-10,2.7697405e-10,4.252241e-10
319,2.0924969e-10,2.6043447e-08,4.660376e-09,3.1128482e-09,8.464462e-09,3.1564923e-08,6.3776935e-09,1.773812e-08,4.4304e-09,1.533234e-10,6.714905e-08,5.903443e-09,0.0058947955,1.8331356e-08,0.16633493,0.0216305,5.511572e-09,2.2923137e-08,3.8194257e-09,0.08449588,9.831135e-05,1.0910965e-08,7.2057635e-09,0.051325772,0.16606727,0.013357851,0.06479368,0.0055946116,0.08981658,6.275824e-09,8.3592475e-08,0.05051154,4.031558e-09,1.2748594e-08,3.1160796e-09,2.5278186e-09,3.6534347e-09,1.0655076e-09,5.7151612e-09,6.8152154e-08,1.10708345e-10,3.657405e-09,1.0913868e-08,0.013666601,2.1516722e-10,5.4498708e-09,0.016644906,3.757334e-10,0.008789098,4.638446e-09,1.1409955e-09,0.16822447,0.07275272,4.946751e-10
320,1.2991429e-09,1.9579375e-07,1.375373e-08,8.872386e-09,1.1836595e-08,0.0019838307,3.2542346e-08,5.2895217e-09,6.6619257e-09,5.7792754e-10,6.7629453e-09,6.8643637e-09,1.739897e-08,2.3024361e-08,0.019328326,1.39522776e-08,1.5463915e-08,4.9700294e-08,5.5848814e-09,1.8434978e-08,0.01582355,2.2674802e-08,0.005763975,3.2744133e-08,1.1802498e-08,0.00527679,2.6869731e-08,0.016277933,0.2245034,1.1255766e-08,0.21074063,1.9957412e-08,0.46612066,1.892694e-08,0.014795546,1.11901166e-07,2.6526852e-08,7.532759e-10,1.0965651e-09,2.8756086e-09,1.027593e-09,0.016971968,0.0024126212,2.0764452e-09,1.2612937e-09,1.6403464e-09,1.1166433e-09,2.3999776e-09,1.777807e-08,6.811444e-08,9.900605e-10,9.0701213e-10,6.021813e-10,8.037797e-10
321,0.00025241642,5.9111244e-08,3.0758958e-08,0.00031722878,8.466925e-09,1.1584846e-08,1.4845284e-08,4.5570867e-09,0.07713725,5.522472e-10,1.1384509e-07,3.2910737e-08,1.6549433e-07,0.033168066,8.145484e-09,2.617882e-08,1.3454386e-08,0.028796542,8.356726e-09,1.6719463e-08,0.010338845,0.012600138,5.4586263e-08,0.012844762,0.22900298,4.9323674e-09,5.316964e-09,1.7670075e-08,4.128758e-09,3.070348e-08,0.2049641,5.8035434e-09,3.868986e-09,5.8189658e-09,6.168118e-09,3.4094916e-09,8.140002e-09,4.3262567e-09,0.027177637,0.005880042,2.582022e-10,7.943065e-09,6.119826e-09,0.054928046,7.171406e-10,0.013533986,0.2007652,1.6598343e-09,4.444539e-06,0.01945258,0.0097578745,1.6127807e-09,1.4419752e-09,0.05907735
322,6.271216e-10,2.722266e-09,4.466516e-09,2.32674e-09,2.3137776e-09,1.2179124e-09,1.13136895e-08,1.9572464e-09,2.8845415e-09,4.1120304e-10,2.9781022e-09,1.2194292e-08,1.0115212e-08,4.784862e-09,2.1219728e-09,2.8677032e-09,3.0104386e-09,1.4453773e-08,5.5149085e-09,5.1973363e-09,0.03313569,6.679231e-09,8.600678e-09,5.785574e-09,2.3304796e-09,2.8584415e-09,1.9796114e-09,0.00022287303,1.0555444e-08,4.127556e-08,7.288016e-09,2.3956446e-09,3.757435e-09,2.4659834e-09,2.4998268e-09,6.6048034e-09,3.4846572e-09,0.019378155,6.3497545e-08,1.6686544e-08,2.7659233e-10,0.252054,9.6971455e-08,3.4922582e-08,7.5721945e-10,1.7021108e-08,0.5772255,9.380475e-10,1.2309005e-08,6.670173e-09,0.022244908,5.4262963e-09,1.9173974e-09,0.095738456
323,2.5861382e-10,0.0018702757,4.1154316e-09,4.3671835e-09,0.010871821,5.540959e-09,7.510447e-09,6.3136882e-09,3.1681233e-09,2.5471342e-10,0.0066821883,0.008795666,3.2329993e-08,3.545533e-08,2.4137911e-08,2.9648882e-08,1.1981492e-08,5.4386167e-08,7.850168e-09,0.002477115,5.921673e-08,3.1189697e-07,0.019156795,1.8829297e-08,0.21857543,0.057649937,0.15685919,5.421241e-09,4.4090394e-09,1.8880163e-08,2.0772323e-08,3.492328e-08,5.2342117e-09,0.08893331,5.0881446e-09,2.5798172e-09,8.900353e-08,1.9855508e-09,0.053052817,0.014538257,1.2288673e-10,4.939853e-06,4.442302e-09,0.079282,2.3768498e-10,0.27238503,1.2242752e-09,4.0676926e-10,7.7275555e-09,1.6218108e-08,0.008864493,5.9359295e-10,3.4149458e-10,7.377743e-10
324,6.8179595e-10,5.9407994e-09,7.209991e-08,3.1287504e-09,8.235163e-09,2.7496403e-09,4.8024917e-09,0.01676363,5.4410525e-09,4.7230825e-10,2.911893e-07,1.9711674e-08,4.132075e-08,2.2149198e-08,0.42554006,1.2192796e-08,5.1125035e-08,1.7730993e-07,4.88562e-09,1.5942339e-08,0.13251895,6.6521277e-09,5.3774114e-09,1.3568623e-08,1.1162493e-08,5.1217413e-09,8.082168e-09,2.5910518e-09,2.0136788e-09,4.9288857e-09,8.3760865e-09,9.608868e-09,2.8734042e-09,1.9488738e-08,4.7622297e-09,1.6868796e-09,3.0536278e-09,1.1847141e-09,2.1945643e-09,2.6694207e-09,2.9173589e-10,3.366883e-09,3.3006125e-09,1.1311837e-08,4.88794e-10,3.943716e-09,1.9304347e-09,6.9480316e-10,8.516489e-09,7.932779e-09,0.42517668,1.1139318e-09,6.437102e-10,1.1197902e-08
325,8.6562346e-10,1.834823e-08,1.2320063e-08,7.149775e-09,0.005277268,3.66644e-09,1.0397426e-08,4.2534842e-09,0.0018444671,5.998356e-10,0.013808366,2.2529361e-08,1.714389e-08,1.992474e-08,0.25756997,1.8173944e-08,1.3849298e-08,0.010307265,5.8663854e-08,1.0939039e-07,1.1360091e-06,6.620761e-09,5.7718323e-09,6.031034e-09,0.119573325,0.020315787,7.2033936e-06,3.768153e-09,2.6591895e-09,3.5125363e-09,4.745329e-09,0.06392352,1.37972505e-08,0.4425097,0.046223428,4.1451487e-09,2.1481984e-08,0.012859303,6.0364664e-09,0.0019500589,4.659622e-10,6.7011556e-09,3.3389278e-09,0.0031239272,5.342283e-10,5.7407345e-08,1.6674568e-09,1.4173581e-09,3.482627e-09,4.4077515e-09,0.00070491864,1.0708754e-09,1.3822216e-09,2.4404916e-09
326,2.1661666e-10,3.1028504e-09,6.89741e-09,2.5210294e-09,3.0617395e-09,0.0120596215,2.2388981e-08,1.316538e-08,2.14282e-09,2.601061e-10,2.4661938e-08,1.1910383e-07,3.5200576e-09,4.963923e-09,3.7909924e-09,3.5978327e-09,3.72815e-09,3.420459e-09,2.2342312e-09,0.04279878,0.046885964,6.2109837e-09,3.7581582e-08,0.016191809,2.3945896e-09,1.3983402e-08,0.06060164,2.3480174e-08,0.01205712,0.019879762,0.16140829,0.053363618,6.669154e-07,0.05206616,1.28421e-08,0.16789834,6.6048855e-09,4.0015125e-09,0.0048665185,0.004937878,1.2191838e-10,0.060054194,0.010559636,0.014856873,1.5958837e-10,2.6779995e-08,0.052158803,7.745417e-10,6.4769054e-08,1.2809613e-08,1.4368143e-09,0.16735226,0.0400016,5.2998056e-10
