"","cell_ID","L4_5 IT CTX","L2_3 IT CTX","L5 NP CTX","Sst Chodl","Car3","L6 CT CTX","Sst","L5_6 IT CTX","L6 IT CTX","Pvalb","Lamp5","DG","L2_3 IT RSPv","L6b_CT ENT","L4 RSP-ACA","Vip","L5 PT CTX","L5 IT CTX","Oligo","L2_3 IT RSP","CA1-ProS","Micro-PVM","Sncg","L2 IT ENTl","SUB-ProS","L2_3 IT APr","NP PPP","L2_3 IT PPP","L3 IT ENTm","L6b CTX","Astro","NP SUB","CA1","L3 IT ENTl","L2_3 IT ENTl","CT SUB","L2_3 IT HATA","Lamp5 Lhx6","Endo","L6 IT ENTl","L5 IT TPE-ENT","Meis2 HPF","L2 IT PAR","L5 NP CT CTX ","L5 PPP","Pax6","Ndnf HPF","L2 IT ENTm","CA3","L2_3 IT ProS","CA2-IG-FC","SUB","SMC-Peri","CR"
"224","223",0,0,0,0,0,0.140757062962892,0,0.0698253688532408,0,0,0,0,0,0,0,0,0,0.0140575626938961,0,0.322281067011446,0,0,0,0,0,0,0,0,0,0.440845430693699,0,0,0,0,0,0,0,0,0,0,0.000411521221647563,0,0.0118219865631789,0,0,0,0,0,0,0,0,0,0,0
"225","224",0,0,0,0,0,0,0.279677510060052,0,0,0,0,0,0,0,0.090026642007024,0,0,0,0,0.55198987472933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783059732035938,0,0,0,0,0,0,0,0,0,0,0,0,1.21889439854041e-19
"226","225",0.517054043605743,0,0,0,0,0.097564272169319,0,0.0530910738364559,0,0,0,0,0,0,4.26047820839604e-06,0,0,0.00604881899077662,0,0.326237530919497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","226",0,0,0.697724262815173,0,0,0.103733531203995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538127887921436,0.144729417188689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","227",0,0,0,0,0,0,0.725112601455377,0,0,0,0,0,0,0,0.0191691337935723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00614254817851157,0,0,0,0,0,0,0,0,0,0,0.248636517803113,0,0,0,0,0,0,0,0,0,0,0,0,0.000939198769425595
"229","228",0,0,0,0.0340583696800728,0,0,0,0,0,0,0,0,0,0,0,0.193858428152426,0,0,0.0593105733016545,0.000490051970352462,0,0,0.00366141422377766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704493383278294,0,0,0,0,0,0,0,0,0,0,0,0,0.0041277793934227
"230","229",0,0.781842632841927,0,0,0,0,0,0,0,0,0,0,0,0,2.25984562571619e-19,0,0,0,0,0.000233289018639469,0,0,0,0,0,0,0,0,0,0.181962466169405,0,0,0,0,0,0,0,0,0,0,0.0132072642365715,0,0,0,0,0,0,0,0.022754347733457,0,0,0,0,0
"231","230",0,0,1.09685287043596e-18,0,0,0,0,0,0,0,0,0,0,0,0.00220752278619501,0.376713729793837,0,0,0,0.168842686706608,0,0,1.16643948599055e-18,0,0,0,0,0,0,0.176363877775665,0,0,0,0,0,0,0,0,0,0,0.274226162357318,0,0,0,0,0,-1.25858168301069e-18,0,0,0,0,0,0,0.00164602058037811
"232","231",0,0,0,0,0,0,0,0,0,0,1.90075621128012e-17,0,0,0,-1.1818198620328e-18,0.56257455944629,0,0,0,0,0,0,0.0443709474875131,0,0,0,0,0,0,-4.24474952688233e-19,0,0,0,0,0,0,0,0,0,0,0.370717500519749,0,0,0,0,0,0.0222186869822192,0,0,0,0,0,0,0.000118305564228302
"233","232",0,0,0,0,0,0,0.18078559482486,0,0,0,0,0,9.14901494726405e-18,0,0.00394859383408607,0.270670533155095,0,0,0,0.426714566797619,0,0,-1.77487576576316e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331129325131918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847677788751488
"234","233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.31302787978043e-18,0.412537779812291,0,0,0,0.312669362156387,0,0,-5.96200688692171e-19,0,0,0,0,0,0,4.02456849320589e-18,0,0,0,0,0,0,0,0,0,0,0.267276603376784,0,0,0,0,0,0,0,0,0,0,0,0,0.00751625465453839
"235","234",0.407119829874223,0,0,0,0,0.0359585598308648,0,0.133761280416173,0,0,0,0,0,0,0,0,0,0,0,0.29967265557242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12348767430632,0,0,0,0,0
"236","235",0,0,0,0.0198535815069086,0,0.119488175241322,0,0,0,0.369657635991256,0,0,0,0,0,0,0,0,0,0.234797977085246,0,0,0,0,0,0,0,0,0,0.00391489049735759,0,0,0,0,0,0,0,0,0,0,0.250942635323178,0,0,0,0,0,0,0,0,0,0,0,0,0.00134510435473166
"237","236",0,0,0,0.0309807708267399,0,0,0.127624266198143,0,0,-7.63374952988173e-19,0,0,0,0,0.00310494271582316,0.215282738854378,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74227057942575e-05,0,0,0,0,0,0,0,0,0,0,0.59704035386362,0,0,0,0,0,0,0,0,0,0,0,0,0.0259195048355019
"238","237",0,0,0,0,0,0,0,0,0,0,0.234534059224652,0,0,0,0.0124647977369295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656371265016825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898583586034003,0,0,0,0,0,0,0.00677151941819376
"239","238",0,0,0,0.15952122344605,0,0,0.143980280088847,0,0,-9.34311230005857e-19,0,0,0,0,0.00121973872649301,0.316073177689239,0,0,0,0,0,0,-1.60983280391826e-19,0,0,0,0,0,0,0.2923125256647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868930543846701
"240","239",0,0,0.185351637944327,0.009331410914194,0,0,0.360093548863742,0,0,0,0.378287143268997,0,0,0,0.0110814860005375,0,0,0,0,0.000863691099174292,0,0,0,0,0,0,0,0,0,0.0510691389765616,0,1.08940224303608e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00392194293246638
"241","240",0,0,0,0.017294324054926,0,0,0.206127068117374,0.296404081151316,0,0,0,0,0,0,4.82069845733695e-21,0,0,0.151870754477859,0,0.269775815943807,0,0,0,0,0,0,0,0,0,0.0373828697099277,0,0,0,0,0,0,0,0,0,0,0.0211450865447895,0,0,0,0,0,0,0,0,0,0,0,0,-1.91891143940102e-21
"242","241",0,0,0,0.0264428321079998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246282193430941,0,0.15031385122786,0.0230127488694224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553066213449138,0,0,0,0,0,0,0,0,0,0,0,0,0.000882160914638989
"243","242",0,0,0,0,0,0,0,0.286964240235336,0,0.17910203202902,0,0,0,0,1.73858091265196e-19,0,0,0,0,0.489431376671616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445023510640284,0,0,0,0,0,0,0,0,0,0,0,0,-3.88089470846279e-21
"244","243",0,0,0,0.046835163155487,0,0,0,0,0,0,0,0,0,0,-1.36476719837101e-19,0.336841162456365,0,0,0,1.96548477803171e-19,0,0,0.052837062488139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560670688301386,0,0,0,0,0,0,0,0,0,0,0,0,0.002815923598623
"245","244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241643552386871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602738686945678,0,0,0,0,0,0,0,0,0,0,0.153156021053815,0,0,0,0,0,0,0,0,0,0,0,0,0.00246173961363527
"246","245",0,0.140594140661575,0,0.0629055240902817,0,0,0,0,0,0,0.184436143165272,0,0,0,-4.193612052824e-19,0,0,0,0,0.463443852959432,0,0,0,0,0,0,0,0,0,0,0,0,0.0370622392105869,0,0,0,0,0,0,0,0.111558099912852,0,0,0,0,0,0,0,0,0,0,0,0,3.4401897565871e-19
"247","246",0,0,0,0,0,0,0,0.233918137936899,-9.60604620095946e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243597432996348,0,0,0,0,0,0,0,0,0,0,0.522484429066754,0,0,0,0,0,0,0,0,0,0,0,0,3.40204406548056e-21
"248","247",0,0,0,0,0,0,0,0.360704155676239,0,0,0.610321954116055,0,0,0,2.36206317207405e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289715281445339,0,0,0,0,0,0,0,0,0,0,0,0,-1.2479344390381e-19
"249","248",0,0,0,0,0,0.160551281971052,0,0,0,0,0.133792826587972,0,0,0,-1.00632809686014e-19,0,0.0153425645760484,0,0,0.33015995525052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000512211489701545,0,0,0,0,0,0.226981824460646,0,0.13265933566406,0,0,0,0,1.90475974831299e-19
"250","249",0,0.0906944694209811,0,0,0,0,0,0.156566824113284,0,0,0.0540489837472224,0,0,0,-5.44304499665348e-19,0,0,0,0,0.490892616609093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207797106109419,0,0,0,0,0,0,0,0,0,0,0,0,6.13839828136772e-21
"251","250",0,0,0,0,0,0,0,0,0,0,0.127820206114424,0,0,0,0.0151301302962102,0,0,0,0,0.131643997156509,0,0,0,0,0,0,0,0,0,0.260959688271259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46221828608562,0,0,0,0,0.0022276920759774
"252","251",0,0,0,0,0.117087786332551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81439345694834,0.0601851918285415,0,0,0,0,0,0,0,0,0,0,0.00745520409574795,0,0,0,0,0,0,0,0,0,0.000878360794819816,0,0,0,0,0,0,0,0,0,0,0,0,0
"253","252",0,0,0,0,0,0,0.352140404713229,0,0,0,0.085904990751007,0,0,0,0.205539902487771,0,0,0,0,0,0,0,0.0328857570921508,0,0,0,0,0,0,0.291651291893053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318776530627886
"254","253",0,0.0645603372583419,0,0,0,0,0,0.338813271118269,0,0,0,0.0334681761321412,0,0,0,0,0,0,0,0.399480580639778,0,0,0,0,0,0,0,0,0,0,0.129553699136417,0,0,0,0,0,0,0,0,0,0.0341239357150527,0,0,0,0,0,0,0,0,0,0,0,0,0
"255","254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.55921602861488e-20,0,0,0,0,0.45045564054333,0,0,0,0,0,0,0,0,0,0.0436707891996295,0,0,0,0,0,0,0,0,0,0,0.499828362129689,0,0,0,0,0,0,0,0,0,0,0,0,0.00604520812735199
"256","255",0,0,0,0,0,0,0.0446503456622162,0.22937494976378,0,0.341071758425871,0,0,0,0,0.0300544659146061,0,0,0,0,0.327693801131308,0,0,0,0,0,0,0,0,0,0.0271546791022181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257","256",0,0,0,0,0,0,0,0,0,0.826219292894698,0,0,0,0,0.000110619772653798,0,0,0,0,0.165536308502961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00813377882968727
"258","257",0,0,0,0.250766318976023,0,0,0,0,0,0,0.1394796424462,0,0,0,-8.42972303760817e-19,0.270646836929202,0,0,0,0.110296049264338,0,0,1.80263168625963e-18,0,0,0,0,0,0,4.08649594862816e-18,0,0,0,0,0,0,0,0,0.0266362850931114,0,0.201699305507462,0,0,0,0,0,0,0,0,0,0,0,0,0.000475561783664075
"259","258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00735956990253449,0,0,0,0,0.0724556895543304,0,0.437482363916404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867982988936251,0,0.474022546737369,0,0,0,0,0,0,0,0,0,0,0,0,1.97585326808975e-19
"260","259",0,0,0.202372109326233,0.0153560513014192,0,0,0.245576960264038,0,0,0,0,0,0,0,0.060369568441323,0,0,0,0,0.102148916692847,0,0,0,0,0,0,0,0,0,0.00881529515408496,0,0,0,0,0,0,0,0,0,0,0.365239414123477,0,0,0,0,0,0,0,0,0,0,0,0,0.000121684696576862
"261","260",0,0,0,0,0,0,0,9.28320329474784e-19,0,0,0.274668300115444,0,0,0,0.0617157460891682,0,0,0.0124557315990541,0,0.386774646289885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24184997457964,0,0,0,0,0.0220243950720342,0,0,0,0,0,0,0,0.000511206254774894
"262","261",0.162349726265567,0,0,0,0,0.0299528034891655,0,0.331586338994577,0,0,0,0,0,0,0,0,0,0.473886654486637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022244767640538
"263","262",0,0,0.349018596253953,0,0,0,0.318831302114523,0,0,0,0,0,0,0,4.07408987909143e-05,0,0,0,0,0.232564549331835,0,0,0,0,0,0,0,0,0,0.0852548756093801,0,0,0,0,0,0,0,0,0,0,0.0141307708500827,0,0,0,0,0,0,0,0,0,0,0,0,0.000159164941435499
"264","263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150910098812602,0.201063784874865,0,0,0,0.189686519009348,0,0,0,0,0,0,0,0,0,0.0604222898333592,0,0,0,0,0,0,0,0,0,0,0.545115917061956,0,0,0,0,0,0,0,0,0,0,0,0,0.00220238823234619
"265","264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107963982164118,0.56183806638995,0,0,0,0.113773180823535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313592354570104,0,0,0,0,0,0,0,0,0,0,0,0,2.60089982293634e-19
"266","265",0,0,0.120914949197031,0.0187334069872335,0.0578052682989398,-7.40405858862255e-19,0,0.0686649987900719,0,0.0938049786561384,0,0,0,0,0.0178963807782091,0,0,0,0,0.118161454664874,0,0,0,0,0,0,0,0,0,0.000462942279969252,0,0,0,0,0,0,0,0,0,0,0.498607094421947,0,0,0,0,0,0,0,0,0,0,0,0,0.00494852592558602
"267","266",0,0,0,0.00229921576876347,0,0,0.559567741276855,0,0,0,0,0,0,0,0.0181664009616153,0,0,0,0,0.328093545525917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577441032398826,0,0,0.0246686774395576,0,0,0,0,0,0,0,0,0,0,0,0,0.00946031578740935
"268","267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397304358560393,0,0,0,0.0919549882110446,0,0,3.33631134503056e-05,0,0,0,0,0,0,1.72115073006814e-18,0,0,0,0,0,0,0,0,0,0,0.509821958767054,0,0,0,0,0,0,0,0,0,0,0,0,0.000885331348058025
"269","268",0,0,0,0,0,0.106948796053665,0,0.343553168510129,0,0,0,0,0,0,0,0,0,0,0,0.0468579062475708,0,0,0,0,0,0,0,0,0,0,0.475927544552228,0,0,0,0,0,0,0,0,0,0.0267125846364077,0,0,0,0,0,0,0,0,0,0,0,0,0
"270","269",0.0519176739388366,-4.96115588543687e-18,0,0,0,0.0317848466675685,0,0.898682824949203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.39847564145378e-19,0,0,0,0,0,0,0,0,0.012203030147622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00541162429676962
"271","270",0.42551440130915,0.00081248798934548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151145981630682,0,0.558558512538436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272","271",0.193596600915532,0,0,0,0,0,0,0,0,0,0.00674210954101738,0,0,0,0.0289370516483521,0,0,0.0699660710888614,0,0.329452452049029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39749102110546e-19,0,0,0,0,0,0.217707836318569,0,0.143798437247187,0,0,0.00979944119145214,0,0
"273","272",0,0,0,0,0,0.223506343854337,0,0,0,0,0.251349217876494,0,0.509523683595594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136674557093731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195329896420116
"274","273",0,7.60796035297406e-20,0,0,0,0,0,0,0,0.401755824599753,0,0,0,0,0.0131801506668817,0,0,0,0,0.473816920863114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111247103870252,0,0,0,0,0,0,0,0,0,0,0,0,-8.7678479921542e-20
"275","274",0,0,0,0,0,0,0,0,0,-4.4500780727434e-20,0,0,0,0,0.0927053431602846,0.218488044798867,0,0,0,0.2783468502492,0,0,0.000394216997364326,0,0,0,0,0,0,0.173355973349415,0,0,0,0,0,0,0,0,0,0,0.235601054299543,0,0,0,0,0,-3.34638343349868e-20,0,0,0,0,0,0,0.00110851714532613
"276","275",0,0,0,0.0339438709320605,0,0,0,0,0,0,0.251874838612888,0,0,0,0,0,0,0,0,0.256296879967521,0,0,0.114336301259266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327621297203738,0,0,0,0,0,0,0.0159268120245262
"277","276",0,0,0.123761334010273,0,0,0,0.211317007063965,0,0,0,0,0,0,0,0.0165383366854055,0,0,0,0,0.369149166965799,0,0,0,0,0,0,0,0,0,0.00411352142146082,0,0.000324033979518562,0,0,0,0,0,0,0,0,0,0,0,0.273984533805025,0,0,0,0,0,0,0,0,0,0.000812066068552703
"278","277",0,0,0,0,0,0.0859875985018266,0,0,0,0,0.0709329633827015,0,0,0,0.000238071132017849,0,0.0954649700593656,0,0,0.302279458334638,0,0,0.177441543970343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14348351018768,0,0,0,0,0,0.124066512448415,0,0,0,0,0,0,0.000105371983012788
"279","278",0,-1.12083379328119e-17,0,0,0,0,0,0.82113869291428,0,0,0,0,0,0,-8.80311350731782e-19,0,0,0.157533973534487,0,9.07526468881964e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213273335512335,0,0,0,0,0,0,0,0,0,0,0,0,0
"280","279",0,0,0,0.12404706475794,0,0,0.285108662016402,0,0,-5.37006336740668e-19,0,0,0,0,0.0559433709627805,0.469541723631103,0,0,0,0,0,0,0.00277876230058736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12600929844748e-18,0,0,0,0,0,0,0.0625804163311872
"281","280",0,0,0.366441515651718,0,0,0,0,0,0,0.203028277857557,0,0,0,0,0.124199285563717,0.179276628760914,0,0,0,0,0,0,0.0189032229804454,0,0,0,0,0,0,0.0502841324165633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578669367690849
"282","281",0.406428835233501,1.57982743376289e-18,0,0,0.0194365359832629,0,0,0.514107671119326,0,0,0,0,0,0,0.000409250006668084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596177076572429,0,0,0,0,0,0,0,0,0,0,0,0,0
"283","282",0,0,0,0,0,0,0,0,0,0,0,0.0856177751694644,0,0,0.000278293100396186,0,0,0.473432096660917,0,0.324177021099633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11649481396959,0,0,0,0,0
"284","283",0,0,0,0,0,0.00732038857541596,0.341288576970463,0,0,0.235567176948704,0,0,0,0,-1.83579627291369e-20,0,0,0,0,0.343577461073987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720909895608844,0,0,0,0,0,0,0,0,0,0,0,0,0.000155406870545279
"285","284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30993032942503e-20,0,0,0,0,0.316159184967723,0,0,0,0,0,0,0,0,0,0.0100974393299673,0,0,0,0,0,0,0,0,0,0,0.523912589012824,0,0,0,0,0,0.149830786689485,0,0,0,0,0,0,-5.56732326223859e-20
"286","285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.31406207007272e-21,0,0,0,0,0.348512011045684,0,0,0,0,0,0,0,0,0,0.0550928224406245,0,0,0,0,0,0,0,0,0,0,0.514867289313466,0,0,0,0,0,0.0559013715080395,0,0,0,0,0,0,0.0256265056921856
"287","286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00547368764747996,0.332870754800926,0,0,0,0.380322666095792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278005542557861,0,0,0,0,0,0,0,0,0,0,0,0,0.0033273488979408
"288","287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454329994132906,0,0,0,0.245003625401852,0,0,0,0,0,0,0,0,0,0.00595968021786849,0,0,0,0,0,0,0,0,0,0,0.29248967898374,0,0,0,0,0,0,0,0,0,0,0,0,0.00221702126363354
"289","288",0.373494991281694,-9.98606437047452e-18,0,0,0,0,0,0.616602160690785,0,0,0,0,0,0,9.10424681424506e-05,0,0,0,0,0.00960925280299686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202552756381673,0,0,0,0,0,0,0,0,0,0,0,0,0
"290","289",0,0,0,0,0,0,0,0.409148297532049,3.22474443882548e-18,0,0,0,0,0,-4.92241017724237e-19,0,0,0,0,0.19375928997571,0,0,0,0,0,0,0,0,0,0.397073452780292,0,0,0,0,0,0,0,0,0,0,1.89597119483685e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"291","290",0,0,0,0,0,0.0849302179836821,0,0,0,0,0,0.0832138926344725,0,0,0.00275636762262676,0,0,0.00512750216916022,0,0.251405617059556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526442661438514,0,0,0,0,0,0,0,0.0461237410919888,0,0,0,0,0
"292","291",0,0,0,0,0.100861010071992,0,0,0,0,0,0,0,0,0,0,0.287909756023816,0,0,0,0.238189060675824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198503586689988,0,0,0,0,0,0,0,0.171665526771856,0,0,0,0,0.00287105976652355
"293","292",0,0,0,0,0,0,0,0,0,0,0.0635206045659639,0,0,0,-3.22949717218026e-19,0,0,0,0,0.475177825270064,0,0,0,0,0,0,0,0,0,0.41259268752808,0,0,0,0,0,0,0,0,0,0,0.0283653439561471,0,0,0,0,0,0,0,0,0,0,0.0130717634925441,0,0.00727177518720037
"294","293",0,0,0.318385219778208,0,0,0,0,0.184573064483101,0,0,0,0,0,0,-3.87773766029853e-20,0,0,0.034011964512679,0,0.234070796112067,0,0,0,0,0,0,0,0,0,0.0312162089804261,0,0,0,0,0,0,0,0,0,0,4.92009338814732e-19,0,0,0,0,0,0,0,0.196662645091922,0,0,0,0,0.00108010104159649
"295","294",0.234062487256129,0,0,0,0,0,0,0.344842537329561,0,0,0,0,0,0,7.95537018449705e-07,0,0,0,0,0.0652370001179197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2869009967127,0,0,0,0,0,0,0,0.0689561830466721,0,0,0,0,0
"296","295",0,0,0,0,0,0,-3.01296459258616e-18,0,0,0,0.00220070351565432,0,0,0,3.23390533274407e-18,0.245228558295475,0,0,0,0.184387499629082,0,0,0.00223447622820441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502895228717476,0,0,0,0,0,0,0,0,0,0,0,0,0.0630535336141087
"297","296",0,0,0,0,0.00365967192332118,0,0,0,0,0.431863003666437,0,0,0,0,0.0966564837170089,0.442763941228556,0,0,0,0,0,0,-5.89335772603387e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000748759335278302,0,0,0,0,0,0,0.0243081401293987
"298","297",0,0,0,0.128397653480896,0,0,0.111137884973355,0,0,0.089047794020808,1.64941855825375e-19,0,0,0,0.11231155217023,0.349148358543597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676101187131495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127227438200483,0,0,0,0,0,0,0.0151191998974809
"299","298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00799063176750449,0.342293181359373,0,0,0,0.597414025247753,0,0,0,0,0,0,0,0,0,0,0.0501549927490311,0,0,0,0,0,0,0,0,0,7.47453583922673e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.002147168876339
"300","299",0,0,0,0.0967357401157523,0,0,0.210642767450145,0,0,0.166660115614608,0,0,0,0,0.00192077446668468,0.428370097512046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942439910317337,0,0,0,0,0,0,0.00142651380903003
"301","300",0,0,0,6.35346168100496e-05,0.255574007456298,0,0.395735460495816,0,0,0.23428193369114,0,0,0,0,1.3008238660287e-19,0,0,0,0,1.08322461819771e-19,0,0,0,0,0,0,0,0,0,0.0182277751766524,0,0,0,0,0,0,0,0,0.00375751381050839,0,0.0815838071585518,0,0,0,0,0,0.010618502062986,0,0,0,0,0,0,0.000157465531237417
"302","301",0.151286947814932,0,0,0,0,0,0,0.348235743979262,0,0,0,0,0,0,0.000411745637220473,0,0,0.396003279166862,0,6.89552867717656e-19,0.0961327738418527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00792950955987136,0,0,0,0,0,0,0,0,0,0,1.72324013432465e-20,0,0
"303","302",0,0,0,0,0,0.0170903077083098,0,0.154693470004513,0,0.446900549588993,0,0,0,0,2.0330765422658e-19,0,0,0,0,0.295236922327301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860419181850378,0,0,0,0,0,0,0,0,0,0,0,0,3.68321858449659e-05
"304","303",0,0,0,0.0297143341654656,0,0,0.451814493947189,0,0,0.00774052800113715,0,0,0,0,0,0.488116166791316,0,0,0,0,0,0,0.0141261107448452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073938779488302,0,0,0,0,0,0,0.00109448840121739
"305","304",0,0,0,0,0,0,0.458666762212316,0,0,0,0.0275757107309127,0,0,0,0.00391590377375805,0,0,0,0,0.298718733965417,0,0,0,0,0,0,0,0,0,0.0409075278122366,0,0,0,0,0,0,0,0,0,0,0.0507795987998824,0,0,0,0,0,0.119066745480487,0,0,0,0,0,0,0.00036901722499029
"306","305",0,0,0,0,0,0.0679682482959372,0.115136326666578,0.254715625415572,0,0,0,0,0,0,0.00245024763922568,0,0,0,0,0.486662988326029,0,0,0,0,0,0,0,0,0,0.00512722465995636,0,0,0,0,0,0,0,0,0.000919488291558382,0,0.0664161942001602,0,0,0,0,0,0,0,0,0,0,0,0,0.000603656504984335
"307","306",0,0,0,0,0,0,0,0,0,0,-3.63007570521273e-18,0,0,0,0.00125148315570669,0.335658278948189,0,0,0,0.0220036575987099,0,0,1.13632514444763e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598514028444638,0,0,0,0,0,0.0402083256825819,0,0,0,0,0,0,0.00236422617017495
